"time","health"
960,37.7173188
965,37.7173188
970,38.4894638
975,38.4894638
980,38.4894638
985,38.4894638
990,42.6367561
995,42.6367561
1000,42.6367561
1005,42.6367561
1010,35.8473947
1015,35.8473947
1020,35.8473947
1025,35.8473947
1030,35.8473947
1035,35.8473947
1040,35.8473947
1045,33.4431604
1050,33.4431604
1055,33.4431604
1060,33.4431604
1065,33.4431604
1070,33.4431604
1075,33.4431604
1080,33.4431604
1085,33.4431604
1090,33.4431604
1095,33.4431604
1100,33.4431604
1105,33.4431604
1110,33.4431604
1115,46.9125103
1120,46.9125103
1125,46.9125103
1130,46.9125103
1135,35.9447688
1140,35.9447688
1145,35.9447688
1150,35.9447688
1155,34.5748654
1160,34.5748654
1165,33.2888526
1170,39.9994643
1175,39.9994643
1180,39.9994643
1185,37.3197121
1190,37.3197121
1195,37.3197121
1200,37.3197121
1205,37.3197121
1210,37.3197121
1215,37.3197121
1220,37.3197121
1225,37.3197121
1230,37.3197121
1235,37.3197121
1240,37.3197121
1245,37.3197121
1250,49.4991001
1255,49.4991001
1260,38.6510335
1265,38.6510335
1270,38.6510335
1275,38.6510335
1280,35.9216196
1285,35.9216196
1290,35.9216196
1295,35.9216196
1300,37.2942399
1305,38.8639011
1310,38.8639011
1315,38.8639011
1320,38.8639011
1325,38.8639011
1330,38.8639011
1335,38.8639011
1340,38.8639011
1345,38.8639011
1350,38.6321364
1355,41.4669741
1360,41.4669741
1365,41.4669741
1370,41.4669741
1375,46.8539505
1380,46.8539505
1385,46.8539505
1390,46.8539505
1395,46.8539505
1400,46.8539505
1405,46.8539505
1410,46.8539505
1415,46.8539505
1420,46.8539505
1425,46.8539505
1430,46.8539505
1435,46.8539505
1440,46.8539505
1445,46.8539505
1450,46.8539505
1455,46.8539505
1460,46.8539505
1465,46.8539505
1470,46.8539505
1475,46.8539505
1480,46.8539505
1485,46.8539505
1490,46.8539505
1495,46.8539505
1500,46.8539505
1505,46.8539505
1510,46.8539505
1515,46.8539505
1520,46.8539505
1525,46.8539505
1530,46.8539505
1535,46.8539505
1540,46.8539505
1545,46.8539505
1550,46.8539505
1555,46.8539505
1560,46.8539505
1565,46.8539505
1570,46.8539505
1575,37.4574761
1580,37.4574761
1585,37.4574761
1590,37.4574761
1595,37.4574761
1600,37.4574761
1605,46.9520417
1610,42.8657938
1615,42.8657938
1620,37.4723837
1625,40.1884151
1630,40.1884151
1635,40.1884151
1640,40.1884151
1645,36.0271646
1650,36.0271646
1655,34.7512316
1660,34.7512316
1665,34.7512316
1670,34.7512316
1675,41.5495416
1680,37.4425382
1685,37.4425382
1690,37.4425382
1695,37.4425382
1700,37.4425382
1705,37.4425382
1710,37.4425382
1715,37.4425382
1720,37.4425382
1725,37.4425382
1730,37.4425382
1735,37.4425382
1740,37.4425382
1745,37.4425382
1750,37.4425382
1755,37.4425382
1760,36.0592523
1765,36.0592523
1770,36.0592523
1775,36.0592523
1780,36.0592523
1785,36.0592523
1790,36.0592523
1795,36.0592523
1800,36.0592523
1805,36.0592523
1810,36.0592523
1815,36.0592523
1820,36.0592523
1825,36.0592523
1830,36.0592523
1835,36.0592523
1840,36.0592523
1845,36.0592523
1850,36.0592523
1855,36.0592523
1860,36.0592523
1865,36.0592523
1870,36.0592523
1875,36.0592523
1880,36.0592523
1885,36.0592523
1890,36.0592523
1895,36.0592523
1900,36.0592523
1905,36.0592523
1910,36.0592523
1915,36.0592523
1920,36.0592523
1925,36.0592523
1930,36.0592523
1935,36.0592523
1940,36.0592523
1945,36.0592523
1950,36.0592523
1955,36.0592523
1960,36.0592523
1965,31.9987594
1970,31.9987594
1975,40.1611754
1980,38.6757482
1985,38.6757482
1990,38.6757482
1995,38.6757482
2000,38.6757482
2005,38.6757482
2010,38.6757482
2015,38.6757482
2020,38.6757482
2025,38.6757482
2030,38.6757482
2035,38.6757482
2040,38.6757482
2045,38.6757482
2050,38.6757482
2055,38.6757482
2060,38.6757482
2065,38.6757482
2070,38.6757482
2075,44.1650982
2080,44.1650982
2085,44.1650982
2090,44.1650982
2095,39.8882431
2100,49.5997264
2105,32.1092938
2110,44.0249203
2115,44.0249203
2120,44.0249203
2125,42.6217172
2130,42.6779136
2135,38.5438321
2140,37.122651
2145,42.6556128
2150,37.1530116
2155,32.1184242
2160,32.1184242
2165,35.8837547
2170,42.6342008
2175,42.6342008
2180,42.6342008
2185,42.6342008
2190,49.4470447
2195,40.3261589
2200,40.3261589
2205,40.3261589
2210,41.2921532
2215,41.2921532
2220,41.2921532
