time,ax,ay,az,aT
18.1190,0.0883,-0.5232,-0.3030,0.611
18.1240,-0.0775,0.2799,0.3494,0.454
18.2010,0.9878,0.6551,1.4220,1.851
18.2070,0.2251,0.2516,0.2632,0.428
18.2100,-0.2689,-0.7278,0.5229,0.936
18.2140,-0.1982,-0.6782,-0.3545,0.791
18.2160,-0.1584,0.1121,-0.0720,0.207
18.2180,0.5713,0.5808,0.6762,1.059
18.2200,0.2207,0.1980,0.3457,0.455
18.2230,-0.0601,0.2483,0.4558,0.523
18.2240,-0.2937,-0.5298,0.0584,0.609
18.2250,-0.2065,-0.0346,-0.1391,0.251
18.2390,0.1166,0.5254,0.0321,0.539
18.2410,0.3812,0.3548,0.0608,0.524
18.3180,0.2701,-0.1099,0.2140,0.362
18.3190,-0.6005,-0.3803,-1.7038,1.846
18.3190,-0.9581,-0.5262,-1.5098,1.864
18.3200,-0.2182,-0.1724,-0.3522,0.449
18.3210,-0.0467,0.0010,0.7540,0.755
18.3210,0.3429,-0.3110,0.1112,0.476
18.3220,-0.3525,-0.5735,-0.7783,1.029
18.3230,-0.8985,-0.7108,-0.8847,1.448
18.3420,0.3739,0.8801,0.1030,0.962
18.3460,1.0850,0.5166,0.2898,1.236
18.4150,0.1192,-0.2470,0.9134,0.954
18.4170,-0.4982,-0.5562,-0.0299,0.747
18.4180,-0.5442,0.0725,-0.6716,0.867
18.4190,0.3567,0.6068,0.0599,0.706
18.4200,0.6897,0.8360,0.9925,1.470
18.4220,-0.4227,-0.2221,-0.3675,0.603
18.4230,-0.5148,-0.7302,-0.5207,1.034
18.4240,-0.5348,-0.5522,-0.4022,0.868
18.4380,0.0596,0.3534,-0.2645,0.445
18.4410,0.5849,0.4890,0.1474,0.777
18.5220,-0.4333,-0.2946,-0.1076,0.535
18.5250,0.0214,-0.8966,0.1845,0.916
18.5300,-0.5761,-0.7286,-0.9923,1.359
18.5340,-0.4600,0.4148,-0.1614,0.640
18.5360,0.2759,0.6227,-0.1051,0.689
18.5380,-0.3173,-0.2716,1.0669,1.146
18.5400,0.6353,-0.1575,0.3965,0.765
18.5430,0.1809,-0.5203,-0.3936,0.677
18.5440,-0.5193,0.1799,-0.9598,1.106
18.5480,0.3684,0.9727,-0.2618,1.073
18.5620,1.0973,0.3849,-0.5611,1.291
18.5640,0.6668,-0.1112,1.5745,1.713
18.6330,-0.1613,0.3864,-1.3897,1.451
18.6330,-0.2783,0.8471,-0.5134,1.029
18.6340,0.4022,0.9418,-0.1591,1.036
18.6340,0.2367,-0.3125,0.1521,0.421
18.6350,-0.3795,-0.5941,-0.6296,0.945
18.6350,-0.7733,-0.6941,-0.7793,1.299
18.6360,0.0375,0.2711,-0.3136,0.416
18.6410,0.1424,0.3431,0.0767,0.379
18.7170,0.0401,-0.1464,0.1617,0.222
18.7200,-0.3849,-0.7493,-0.0155,0.843
18.7230,-0.3526,-0.2678,-0.0801,0.450
18.7250,0.3929,0.5700,0.2922,0.751
18.7270,-0.0281,0.1235,-0.6571,0.669
18.7290,0.0824,0.6357,-0.0166,0.641
18.7320,0.7518,-0.0593,0.2132,0.784
18.7340,0.2998,0.1655,0.0001,0.342
18.7360,0.1404,0.7431,-0.5614,0.942
18.7510,0.0786,0.4093,0.5890,0.722
18.7590,0.1579,0.4527,-0.1148,0.493
18.8200,-0.2095,-0.4710,0.1940,0.551
18.8220,0.4131,0.1936,1.3636,1.438
18.8230,0.1612,0.8491,-1.3766,1.625
18.8240,0.2895,0.6354,0.0862,0.704
18.8250,-0.1345,-0.2068,-0.8989,0.932
18.8260,0.1484,-0.3896,-0.8463,0.943
18.8270,-0.3796,-0.0693,-0.6284,0.737
18.8390,0.0460,0.5795,-0.3411,0.674
18.8420,0.3547,0.7276,0.1282,0.820
18.9170,0.4048,0.0442,0.0469,0.410
18.9200,0.1126,-0.8100,-0.0824,0.822
18.9220,-0.0315,-0.0158,-0.6020,0.603
18.9240,0.1747,0.2613,0.5257,0.612
18.9260,0.2746,0.7078,0.2910,0.813
18.9280,0.2310,-0.2129,-0.0214,0.315
18.9310,-0.6446,-0.6891,-0.4799,1.059
18.9330,0.3608,-0.2531,0.6238,0.764
18.9350,0.6475,0.0172,0.9841,1.178
18.9500,0.1222,0.9540,-1.7908,2.033
18.9550,-0.0047,0.4593,-0.5638,0.727
18.9610,-0.8295,-0.7944,-0.4703,1.241
19.0240,-0.0605,0.0633,-0.8247,0.829
19.0410,0.7372,0.4440,1.5791,1.798
19.0430,-0.3251,0.6089,-0.9851,1.203
19.0450,-0.4833,-0.8996,-0.3877,1.092
19.0490,-0.1013,-0.7740,-1.0700,1.325
19.0500,0.0881,-0.7404,0.6921,1.017
19.0510,-0.1934,0.1990,0.4646,0.541
19.0530,0.3840,0.7106,0.0982,0.814
19.0550,-0.2471,-0.4523,0.0551,0.518
19.0670,-0.5221,-1.0064,-0.0227,1.134
19.0730,0.0208,0.0346,-0.3160,0.319
19.1540,0.2746,0.4896,-0.5195,0.765
19.1540,0.4425,0.7006,0.3496,0.899
19.1550,0.2372,0.4465,0.4573,0.682
19.1550,-0.3519,-0.2784,-1.2677,1.345
19.1560,-0.6608,-0.5257,-0.8966,1.232
19.1570,0.7486,-0.2701,-0.2142,0.824
19.1570,0.3962,0.3081,0.9816,1.102
19.1580,-0.2253,0.0820,-0.9086,0.940
19.1620,-0.6292,-0.8302,-0.7470,1.282
19.2400,-0.7729,-0.4221,-0.2693,0.921
19.2430,-0.6392,-0.2889,-0.2023,0.730
19.2450,0.2525,-0.7917,1.5072,1.721
19.2470,-0.5266,-0.4794,-0.7901,1.064
19.2510,-0.0624,-0.7863,0.4549,0.911
19.2530,-0.2546,-0.5964,-0.3351,0.730
19.2560,0.1920,0.6762,1.5347,1.688
19.2570,0.0165,0.0767,0.3089,0.319
19.2590,0.0581,-0.1052,0.4322,0.449
19.2750,-0.1344,-0.5132,0.5100,0.736
19.2780,-0.2670,-0.6734,-0.1340,0.737
19.3500,0.5552,0.8443,-0.1483,1.021
19.3520,0.7793,0.9307,0.2682,1.243
19.3540,0.3749,0.0401,1.5204,1.566
19.3560,-0.3763,0.2484,-0.5506,0.712
19.3580,-0.6433,-0.0558,-1.5610,1.689
19.3610,-0.1148,0.3574,-0.7518,0.840
19.3620,0.3291,0.6009,-0.4118,0.799
19.3650,0.8797,-0.0961,0.4909,1.012
19.3670,-0.2213,-0.4483,0.3771,0.626
19.4220,-0.5897,-0.1711,-1.0152,1.186
19.4240,-0.4490,0.3809,-0.2645,0.645
19.4250,0.1507,0.5455,-0.0957,0.574
19.4260,0.1236,-0.9166,1.7359,1.967
19.4270,-0.4891,-0.2928,-2.5940,2.656
19.4280,-0.8012,-0.4583,-0.8080,1.227
19.4440,-0.4674,-0.1176,-0.5852,0.758
19.4470,0.2118,0.9271,0.4480,1.051
19.5260,0.5339,0.4199,0.2865,0.737
19.5300,-0.4332,-0.4643,-0.1241,0.647
19.5310,0.3484,0.1131,-0.1397,0.392
19.5360,0.4147,0.8889,0.5008,1.101
19.5380,0.6422,0.9658,0.3907,1.224
19.5390,0.2601,-0.0075,0.5583,0.616
19.5420,-0.6516,-0.5752,-0.2378,0.901
19.5430,-0.1575,0.0027,0.7474,0.764
19.5440,-0.0747,0.4385,-0.8938,0.998
19.5450,0.3578,0.5294,-0.3396,0.724
19.5600,0.1295,0.3828,-0.3814,0.556
19.5620,0.6622,-0.3957,0.5128,0.926
19.6340,-0.3631,-0.2664,0.8396,0.953
19.6340,-0.2863,0.7239,-0.1696,0.797
19.6350,0.0113,0.2798,0.2292,0.362
19.6350,0.3368,0.4510,-0.0126,0.563
19.6360,1.1363,-0.7868,1.0109,1.712
19.6360,-0.1781,-0.1339,0.1968,0.297
19.6370,0.1663,0.1091,0.4230,0.467
19.6410,-0.0181,0.7622,0.0794,0.767
19.7180,0.2166,-0.2246,0.1045,0.329
19.7210,0.1051,-0.4806,0.0662,0.496
19.7230,0.2815,-0.0623,-1.3464,1.377
19.7250,0.1288,0.5533,-0.7982,0.980
19.7270,0.5220,0.4712,-0.7144,1.002
19.7290,-0.2472,-0.6898,-0.3026,0.793
19.7310,-0.8258,-0.7339,-0.7971,1.362
19.7340,-0.0546,-0.1428,-0.6881,0.705
19.7360,0.4009,0.2110,0.8824,0.992
19.7480,0.0077,0.7182,-0.5828,0.925
19.8330,-0.1208,-0.3421,-0.8665,0.939
19.8390,0.2215,-0.5145,-0.6594,0.865
19.8430,0.2437,-0.1960,0.6621,0.732
19.8440,0.3702,0.0678,0.5220,0.644
19.8450,-0.2110,-0.1511,-0.1281,0.289
19.8470,0.2188,-0.1331,-0.2729,0.374
19.8530,0.2062,-0.3559,-0.2035,0.459
19.8550,0.7789,-0.0254,0.1233,0.789
19.8570,0.5543,0.7524,1.0306,1.391
19.8580,0.3567,0.6413,0.8402,1.116
19.8590,0.1764,0.7070,-0.1702,0.748
19.8700,0.5310,-0.1629,-0.0828,0.562
19.8730,0.2490,-0.1460,0.5301,0.604
19.8810,0.1018,0.4389,-0.9412,1.043
19.9510,0.4024,0.0868,0.9598,1.044
19.9510,0.2331,-0.2049,0.0440,0.313
19.9520,-0.4314,-0.7686,-0.4109,0.972
19.9520,-0.6835,-0.8025,-0.6467,1.237
19.9530,-0.3827,0.0356,-0.2817,0.476
19.9530,-0.1712,-0.6186,0.5707,0.859
19.9530,-0.6891,-0.9264,-1.8320,2.165
19.9620,-0.3288,-0.7633,-0.2064,0.856
20.0300,-0.6267,-0.4911,-0.4016,0.892
20.0490,-0.3470,0.1526,0.6925,0.789
20.0540,1.1141,0.1831,0.0509,1.130
20.0570,-0.0257,-0.5088,-0.5142,0.724
20.0590,-0.8050,-0.7328,-0.3334,1.138
20.0620,-0.3795,0.4082,-1.2169,1.338
20.0640,0.9050,0.8095,0.0557,1.215
20.0650,0.6530,0.7110,2.0452,2.262
20.0670,-0.1611,0.1655,-1.3007,1.321
20.0690,-0.7094,-0.8468,-0.7404,1.330
20.0820,-0.3776,-0.0605,-0.2747,0.471
20.0830,0.4523,0.6832,0.1610,0.835
20.0930,-0.1691,0.2268,0.0964,0.299
20.1720,-0.1312,0.1003,-0.3429,0.381
20.1720,-0.1324,-0.3991,-0.3034,0.519
20.1730,-0.3637,0.0981,-0.3740,0.531
20.1730,0.3652,0.4977,0.2245,0.657
20.1740,-0.0691,-0.0354,0.1443,0.164
20.1740,0.0752,-0.2005,-0.3273,0.391
20.1750,0.2323,-0.6798,-0.2351,0.756
20.1750,-0.6909,-0.4942,-0.5416,1.007
20.1810,-0.2580,0.4867,-0.8026,0.973
20.2560,0.3631,0.4132,0.2665,0.611
20.2590,0.2535,-0.1235,0.5382,0.608
20.2620,-0.5162,-0.6131,-1.6225,1.810
20.2650,-0.8572,-0.1710,-0.9258,1.273
20.2690,-0.5804,0.4823,-0.0267,0.755
20.2700,0.2336,0.8514,-0.2804,0.926
20.2730,0.2471,-0.0154,1.1849,1.211
20.2740,-0.1386,-0.4701,-1.4703,1.550
20.2770,-0.6060,-0.4478,-0.1343,0.765
20.2960,-0.1411,0.3265,-0.5628,0.666
20.2980,0.5176,0.6974,0.1089,0.875
20.3770,-0.4062,-0.3062,-0.0312,0.510
20.3800,-0.5015,-0.4318,-1.1863,1.358
20.3820,-0.7759,-0.2220,-1.1001,1.364
20.3850,-0.0043,0.3200,-0.6295,0.706
20.3870,0.7018,0.5122,0.1822,0.888
20.3890,-0.0491,-0.1261,-0.1937,0.236
20.3900,-0.0536,-0.3317,0.1236,0.358
20.3920,0.1186,0.2982,0.2110,0.384
20.3940,0.5644,0.4533,0.1440,0.738
20.3950,0.7681,1.0969,0.3283,1.379
20.4710,1.6458,0.1836,0.4348,1.712
20.4740,0.1897,-0.1834,0.5196,0.583
20.4750,0.0115,0.5632,-2.0232,2.100
20.4780,-0.0543,0.3234,-1.2080,1.252
20.4790,-0.0724,0.5825,-0.2443,0.636
20.4820,0.2696,-0.1631,-1.0715,1.117
20.4840,0.7935,0.3689,1.3466,1.606
20.4870,-0.0331,0.0065,-1.8365,1.837
20.4890,-0.3638,0.0992,0.0035,0.377
20.5030,0.2910,0.8292,-0.4598,0.992
20.5050,0.7580,-0.3740,0.5698,1.019
20.5130,-0.4649,-0.6937,-0.1640,0.851
20.5840,-0.1246,0.1064,-1.4102,1.420
20.5860,0.0703,0.2939,-0.5615,0.638
20.5870,0.3690,-0.1167,0.1017,0.400
20.5880,0.1514,-0.3434,-0.5531,0.668
20.5890,-0.4807,-0.4594,-0.6752,0.948
20.5900,0.1641,0.1093,-0.0719,0.210
20.5900,-0.0987,0.7266,0.3159,0.798
20.5930,0.0757,0.7088,-0.1820,0.736
20.6640,0.5743,0.1523,-0.6393,0.873
20.6760,0.8830,-0.3937,0.2047,0.988
20.6780,0.6762,0.0893,1.6867,1.819
20.6800,-0.0931,0.9314,-0.1904,0.955
20.6820,-0.2944,0.3022,0.2754,0.504
20.6830,-0.2006,-0.1051,-0.0885,0.243
20.6860,0.0167,-0.5849,-0.0872,0.592
20.6880,-0.2359,-1.1045,1.6713,2.017
20.6900,-0.0587,0.4845,-0.8690,0.997
20.7030,0.3921,0.3877,1.3541,1.462
20.7050,-0.1226,-0.4359,-0.8486,0.962
20.7130,-0.6511,-1.0745,0.6609,1.420
20.7800,-0.5681,-0.2148,-0.7350,0.953
20.7820,0.3657,0.6319,0.1209,0.740
20.7830,0.4277,0.5647,0.5710,0.910
20.7860,0.2175,-0.1570,0.2035,0.337
20.7880,-0.4645,-0.6935,-0.5734,1.013
20.7890,0.0712,0.2895,-0.3352,0.449
20.7900,0.2905,0.3799,1.2055,1.297
20.8470,-0.4772,0.2766,-0.4274,0.698
20.8490,-0.2000,-0.7693,-0.7446,1.089
20.8520,-0.0073,-0.8867,-0.3579,0.956
20.8540,-0.2850,-0.0147,0.0921,0.300
20.8560,1.0554,0.4532,1.2569,1.703
20.8570,-0.1347,0.1578,0.1387,0.250
20.8580,-0.6635,-0.7370,-0.6346,1.177
20.8700,-0.6891,-0.3562,-0.7711,1.094
20.8750,-0.8099,-0.2642,0.2249,0.881
20.8820,0.1457,-0.1515,1.8984,1.910
20.9560,-0.0493,0.3972,-1.4140,1.470
20.9600,-0.6986,-0.5256,0.7096,1.126
20.9640,-0.3387,-0.8939,-0.7197,1.197
20.9660,-0.2524,-0.1510,0.0752,0.304
20.9690,0.4316,0.5631,0.4774,0.855
20.9710,0.1150,0.2963,0.7001,0.769
20.9730,-0.0272,-0.5320,0.7036,0.883
20.9740,-0.3465,-0.6215,0.2356,0.750
20.9770,-0.2422,-0.1071,0.2368,0.355
20.9870,0.1854,0.4194,-0.1607,0.486
21.0340,0.5379,0.4937,0.1470,0.745
21.0340,0.1847,-0.2876,0.3409,0.483
21.0350,-0.5832,-0.8749,-1.7900,2.076
21.0350,-0.7927,-0.3939,-1.0717,1.390
21.0360,-0.0377,0.5090,-0.5162,0.726
21.0410,0.5507,0.2197,0.3565,0.692
21.0620,-0.7321,-0.4718,0.0787,0.875
21.0640,-0.8010,-0.4613,-0.8717,1.271
21.1380,-0.5635,-0.4228,-0.7352,1.018
21.1400,-0.3109,-0.0626,0.0945,0.331
21.1410,0.7950,-0.0090,1.0427,1.311
21.1420,0.1381,-0.0433,0.2262,0.269
21.1430,-0.3081,-0.7332,-0.4621,0.920
21.1440,-0.0716,-0.2504,-0.4070,0.483
21.1440,0.4532,0.7140,0.1533,0.859
21.1460,0.7526,0.2008,0.9781,1.250
21.2150,-0.3661,-0.2626,-0.4214,0.617
21.2250,-0.4383,-0.7480,-0.4477,0.976
21.2280,-0.1557,-0.7166,-0.1568,0.750
21.2320,0.2104,0.4029,0.0814,0.462
21.2350,0.4304,0.8800,0.7745,1.249
21.2370,0.2453,0.3159,0.0287,0.401
21.2380,-0.0446,-0.1580,1.5825,1.591
21.2410,-0.4513,-0.2864,-2.2111,2.275
21.2430,-0.2643,0.6176,-1.0655,1.260
21.2440,0.3412,0.3888,-0.3197,0.608
21.2560,-0.0503,-0.5974,0.4022,0.722
21.2610,0.1433,-0.5751,0.2022,0.626
21.3360,-0.3720,0.2843,-1.0787,1.176
21.3370,-0.3323,0.2703,-0.4897,0.651
21.3370,0.4118,0.5998,0.0933,0.734
21.3380,1.0240,-0.0290,0.4274,1.110
21.3380,-0.3666,-0.5596,0.4788,0.823
21.3390,-0.2684,0.1191,-0.6573,0.720
21.3400,-0.0633,1.0723,-0.4191,1.153
21.3410,0.1984,0.9095,-0.1581,0.944
21.3530,0.7156,-0.0095,0.7218,1.016
21.4220,-0.5076,-0.1667,-0.6417,0.835
21.4250,0.4027,0.3053,-0.2359,0.558
21.4270,0.6177,0.7855,0.2370,1.027
21.4300,0.3795,-0.1227,-0.1198,0.416
21.4310,-0.1170,-0.0973,0.2681,0.308
21.4330,-0.5227,-0.4618,-0.7339,1.012
21.4340,-0.2562,-0.4865,0.6870,0.880
21.4360,-0.3483,0.4345,-0.7842,0.962
21.4490,-0.0206,0.0520,0.0789,0.097
21.4520,-0.0270,-0.0551,-0.4059,0.410
21.5220,-0.4513,-0.4649,0.7290,0.975
21.5240,0.6606,-0.1101,0.8595,1.090
21.5250,0.4153,0.9568,0.5003,1.157
21.5270,-0.1483,0.6485,0.0060,0.665
21.5280,0.1217,0.9295,-0.4309,1.032
21.5300,0.6827,-0.4243,0.0623,0.806
21.5320,0.5958,0.6701,1.5946,1.829
21.5340,0.1512,1.0174,-1.4233,1.756
21.5600,-0.5009,0.4738,0.0492,0.691
21.5630,0.0405,0.2203,-0.4092,0.467
21.5640,0.0122,-0.4113,-0.4486,0.609
21.6330,0.0731,0.0561,-0.8412,0.846
21.6340,0.2729,0.2252,-0.8303,0.903
21.6340,0.2553,0.6157,-0.4269,0.792
21.6340,0.0799,-0.2803,-0.0258,0.293
21.6350,-0.8116,-0.8452,-0.3849,1.233
21.6350,0.1126,-0.2212,-0.5584,0.611
21.6360,0.4731,0.4926,0.2328,0.722
21.6430,0.0807,0.2488,0.4459,0.517
21.6520,-0.2938,-0.7712,-0.6745,1.066
21.7050,-0.3202,-0.5694,-0.4711,0.805
21.7070,0.3007,-0.3503,1.1354,1.226
21.7080,0.5771,0.4837,0.4590,0.882
21.7090,0.1061,0.4619,-0.8123,0.941
21.7100,-0.4341,-0.6338,-0.0965,0.774
21.7120,-0.3239,-0.4540,-0.4652,0.726
21.7500,0.2353,-0.2358,0.0064,0.333
21.7520,0.5243,0.6932,1.0323,1.349
21.7550,0.7005,0.9622,-0.2079,1.208
21.7590,0.1465,-0.6419,-0.0020,0.658
21.7640,-0.2130,-0.5684,-0.2893,0.672
21.7840,0.0002,-0.4446,0.0937,0.454
21.7880,-0.2903,0.0516,-0.6258,0.692
21.8700,-0.0411,-0.0715,-0.1949,0.212
21.8720,0.1437,-0.3148,-0.3278,0.477
21.8740,-0.4306,-0.8723,0.1055,0.979
21.8760,-0.6367,-0.5496,-0.4332,0.946
21.8790,-0.0492,0.1213,-0.6081,0.622
21.8830,0.3128,-0.0927,-0.4369,0.545
21.8850,0.0720,-0.5662,0.4812,0.747
21.8860,0.0439,-0.6178,-0.5424,0.823
21.8890,-0.5853,-0.3021,-0.6897,0.954
21.8900,0.9488,0.2903,0.2344,1.019
21.8940,0.0239,0.2522,0.0296,0.255
21.9130,0.2780,0.2788,-0.8946,0.977
21.9150,-0.3747,-0.8366,-1.0598,1.401
21.9940,-0.7453,-0.2646,-0.5032,0.937
21.9980,0.1635,0.6414,-0.6037,0.896
21.9990,0.9678,0.7357,1.5618,1.979
22.0000,-0.1891,-0.0767,-1.7650,1.777
22.0010,-0.9537,-1.2220,0.3743,1.595
22.0050,-0.4589,-0.5327,-1.3520,1.524
22.0190,0.5789,0.7980,0.6568,1.185
22.0230,0.1824,0.3864,0.1947,0.470
22.0240,-0.2076,-0.4558,-0.3452,0.608
22.0260,-0.1898,-0.5410,0.1037,0.583
22.0280,0.1492,-0.0227,0.0127,0.152
22.0320,0.6474,0.8226,0.2234,1.070
22.0440,0.3962,0.3767,0.0917,0.554
22.0520,0.2992,-0.3086,0.5646,0.710
22.1350,-0.3956,-0.3150,-0.6912,0.856
22.1360,-0.3785,0.4024,-0.1669,0.577
22.1360,-0.3246,0.5420,0.0007,0.632
22.1370,0.9884,0.5710,0.4113,1.213
22.1380,0.3145,-0.1178,1.0614,1.113
22.1380,0.2578,-0.0870,-1.2095,1.240
22.1390,-0.4804,-0.0351,-0.5679,0.745
22.1390,-0.6847,0.3133,-0.4853,0.896
22.2210,0.2398,0.6168,-0.3117,0.731
22.2240,0.0472,-0.7278,1.7761,1.920
22.2310,-0.5067,-0.7400,-2.0199,2.210
22.2410,-0.6574,-0.2834,0.2031,0.744
22.2450,-0.3537,0.1147,-0.4182,0.560
22.2470,-0.2093,0.3331,0.6161,0.731
22.2490,-0.1154,-0.4130,-0.1320,0.449
22.2510,-0.5955,-0.5894,-1.3040,1.550
22.2520,-0.3315,-0.0083,-0.5090,0.608
22.2520,0.0279,0.5882,-0.2361,0.634
22.2530,0.5051,1.0498,0.0250,1.165
22.2530,0.5197,0.5484,0.5194,0.917
22.2630,-0.1475,-0.2105,0.5877,0.641
22.3320,-0.3328,0.1604,-0.1030,0.384
22.3330,-0.1987,0.6521,-0.8512,1.091
22.3340,0.2534,-0.0486,0.7004,0.746
22.3340,0.1702,-0.2519,-0.1065,0.322
22.3350,0.3390,-0.7803,1.1745,1.450
22.3350,-0.5515,-0.2611,-1.0594,1.223
22.3360,-0.5508,-0.2601,-1.0594,1.222
22.4070,-0.1698,0.4337,-0.2010,0.507
22.4090,-0.4874,-0.4888,-0.6307,0.935
22.4100,0.3494,-0.8678,0.8310,1.251
22.4120,-0.1356,-0.2659,-1.6398,1.667
22.4140,-0.0409,0.3659,0.3354,0.498
22.4150,0.1589,0.9374,-0.3672,1.019
22.4170,0.4727,-0.0447,-0.2451,0.534
22.4180,-0.0884,-0.5224,0.0937,0.538
22.4210,-0.0310,0.1432,-0.7742,0.788
22.4320,0.1322,0.3147,-0.0524,0.345
22.4510,0.4405,0.0560,0.1571,0.471
22.4520,0.2347,-0.2908,0.0003,0.374
22.5280,-0.5800,-0.4766,-0.4726,0.887
22.5290,0.4316,0.7420,-0.1805,0.877
22.5290,0.0176,0.0457,1.4523,1.453
22.5300,-0.2286,0.1169,-1.1765,1.204
22.5310,-0.3473,-0.5830,-0.8233,1.067
22.5310,-0.5681,-0.2844,-0.9646,1.155
22.5320,0.5920,-0.5044,-0.0560,0.780
22.5330,0.0272,0.2680,1.7289,1.750
22.5480,-0.0876,0.6702,0.1259,0.687
22.5520,0.1753,-0.2558,-0.6629,0.732
22.6260,0.1810,-0.6104,0.0697,0.641
22.6290,0.8159,-0.5362,-0.2176,1.000
22.6300,0.5231,0.5916,-0.0729,0.793
22.6310,0.3093,-0.3268,0.3029,0.542
22.6320,0.0448,-0.0815,-0.8547,0.860
22.6330,-0.0005,-0.4253,-0.2742,0.506
22.6340,0.1423,-0.5840,0.1711,0.625
22.6370,0.2517,0.7337,-0.0541,0.778
22.6510,0.4829,0.0381,0.4630,0.670
22.6540,0.3520,-0.6576,-0.1834,0.768
22.7300,-0.4722,-0.6975,-0.2913,0.891
22.7320,-0.5301,0.4233,-0.6744,0.957
22.7330,0.2359,0.2480,0.0881,0.353
22.7350,0.2891,-0.1666,1.2888,1.331
22.7360,-0.8279,-0.5174,-1.2515,1.587
22.7370,-0.5131,-1.0870,-1.3987,1.844
22.7400,-0.4123,-0.2480,0.2245,0.531
22.7420,0.5444,0.3248,0.5729,0.854
22.7440,0.4736,0.0501,0.3298,0.579
22.7540,-0.4679,-0.2926,0.2137,0.592
22.8410,-0.4693,-0.8114,-0.7056,1.173
22.8420,-0.2028,0.3033,-0.0520,0.369
22.8420,0.8486,0.4854,1.3654,1.679
22.8430,0.0914,0.0596,0.7740,0.782
22.8430,0.2343,0.0505,0.8829,0.915
22.8440,-0.3401,-0.5057,-0.3357,0.696
22.8440,-0.0835,0.1675,0.6722,0.698
22.8450,0.5418,0.7420,0.9942,1.354
22.8460,0.3190,0.6253,-0.3693,0.793
22.8530,-0.1524,-0.3008,0.3406,0.479
22.8650,-0.4476,-0.5782,0.3023,0.791
22.8740,-0.2356,0.1971,-0.4519,0.546
22.9430,0.0398,0.6061,-0.1143,0.618
22.9450,0.2890,0.1429,0.1084,0.340
22.9460,0.4344,-0.4223,0.5154,0.795
22.9480,-0.3126,-0.6333,-1.2228,1.412
22.9490,-0.9581,-0.3089,-0.0221,1.007
22.9490,-0.0277,0.5158,0.2676,0.582
22.9500,0.0185,0.2790,-0.0556,0.285
22.9530,0.6642,-0.4699,1.6993,1.884
23.0200,0.0689,-0.4442,-1.0085,1.104
23.0250,-0.6683,-0.4787,-1.0301,1.318
23.0450,-0.2881,0.7252,-0.4195,0.886
23.0480,0.1392,0.9583,-0.3884,1.043
23.0500,0.4577,-0.0028,1.1966,1.281
23.0540,-0.2794,0.3442,-1.1593,1.241
23.0570,-0.0014,0.0119,0.0522,0.054
23.0580,0.2436,0.5505,-0.4302,0.740
23.0610,0.5060,0.7702,-0.0938,0.926
23.0630,-0.4957,-0.4635,-0.2243,0.715
23.0630,-0.4515,-0.8694,-0.7857,1.256
23.0730,-0.6076,-0.3462,-0.6421,0.949
23.1440,0.1524,0.4606,-0.0459,0.487
23.1450,0.0392,-0.0858,0.7514,0.757
23.1450,-0.2571,-0.4013,-0.4636,0.665
23.1460,0.4666,-0.3691,-0.0877,0.601
23.1470,-0.4788,-0.2812,-0.7509,0.934
23.1470,-0.4734,0.4540,-0.3152,0.728
23.1480,0.3339,0.6750,0.1984,0.779
23.1530,0.6750,-0.3796,0.8975,1.185
23.2310,0.2075,-0.2228,0.1996,0.364
23.2330,0.3058,0.2266,-0.9891,1.060
23.2360,-0.5074,0.3008,-0.4660,0.752
23.2380,0.1822,0.7766,-0.3223,0.860
23.2410,0.1963,-0.6149,0.2727,0.701
23.2430,-0.0512,-0.1441,0.6689,0.686
23.2440,0.3804,0.4143,-0.7844,0.965
23.2480,-0.2735,0.6097,0.2558,0.716
23.2500,-0.2405,0.7740,0.1230,0.820
23.2530,0.3125,-0.2747,0.4798,0.635
23.2660,-0.2536,-0.5661,-0.7987,1.011
23.2760,-0.0233,0.0977,-1.4763,1.480
23.3570,0.3070,0.7273,0.0488,0.791
23.3570,0.4006,0.4174,0.1770,0.605
23.3580,-0.3111,-0.5594,-0.2731,0.696
23.3580,-0.0470,-0.3697,-0.4814,0.609
23.3580,0.0856,-0.2309,-0.3569,0.434
23.3590,0.0482,0.5381,0.9826,1.121
23.3590,0.4428,0.8102,0.6953,1.156
23.3600,0.5162,0.0250,0.3110,0.603
23.3620,1.1055,-0.3241,1.2448,1.696
23.3740,0.2931,0.4594,0.0309,0.546
23.3960,0.4759,0.8385,-0.1344,0.973
23.3980,0.3261,0.3575,-0.2708,0.555
23.4030,-0.7152,-0.2287,-0.2457,0.790
23.4680,-0.3893,-0.2275,-1.2428,1.322
23.4680,0.5005,0.1728,1.5572,1.645
23.4690,-0.0418,0.3857,-1.8235,1.864
23.4690,-0.0582,0.2578,0.9874,1.022
23.4700,0.1005,0.1948,-0.9770,1.001
23.4700,-0.2857,-0.2514,0.7385,0.831
23.4730,0.1510,0.1192,-0.1677,0.255
23.5380,0.0899,0.6386,0.7912,1.021
23.5400,0.5326,0.5992,0.4261,0.908
23.5420,0.3167,-0.3468,0.4310,0.637
23.5430,-0.4267,-0.5816,-0.5387,0.900
23.5450,0.3569,0.0970,-0.1759,0.410
23.5470,0.0870,0.3352,0.6884,0.771
23.5490,0.0530,0.6678,-0.4860,0.828
23.5580,-0.5941,-0.7627,-0.2561,1.000
23.5610,-0.4119,-0.7654,-0.0322,0.870
23.5730,0.4430,-0.2346,1.6976,1.770
