time,ax,ay,az,aT
18.6840,-0.2072,1.6370,-1.3569,2.136
18.6870,0.1648,-0.9469,0.0157,0.961
18.6900,-0.0679,-2.5225,0.5786,2.589
18.6950,0.0701,-2.6295,0.7472,2.735
18.6970,-0.5422,0.9944,0.1149,1.138
18.6990,-0.6542,1.0431,-1.3659,1.839
18.7000,-0.9425,-1.0110,0.1043,1.386
18.7010,0.0990,-0.4971,0.0062,0.507
18.7170,0.9747,-0.0794,2.6086,2.786
18.7200,-0.0896,-0.2945,-1.0009,1.047
18.8090,-0.5225,-0.5296,-0.9544,1.210
18.8130,-1.1643,-0.6725,-3.6805,3.918
18.8160,-2.4518,-1.2732,-0.4509,2.799
18.8180,1.1762,1.6828,-0.3434,2.082
18.8190,-0.4477,-0.1453,0.5785,0.746
18.8200,0.5261,0.7210,-0.5000,1.023
18.8210,0.4613,0.2302,0.1764,0.545
18.8230,-0.2779,-1.5909,0.5547,1.708
18.8260,1.3848,-1.6179,1.5756,2.649
18.8290,-0.6971,-0.8479,1.5526,1.901
18.8300,-1.4007,-0.0305,-1.4308,2.003
18.8830,-0.6678,2.0867,-1.4764,2.642
18.8850,-0.7617,-0.1565,0.3649,0.859
18.8880,0.7778,1.3992,0.5590,1.696
18.8900,1.5106,2.1104,-0.5231,2.648
18.8930,0.3016,1.9833,-0.2655,2.024
18.8960,-0.0377,0.0159,-0.4949,0.497
18.9080,-0.4120,-2.4891,-0.4610,2.565
18.9110,-1.6413,-2.7929,0.2918,3.253
18.9150,-0.0388,0.6635,-0.0411,0.666
18.9660,0.0597,1.9435,-0.8108,2.107
18.9660,-0.0565,0.4753,-0.4479,0.655
18.9670,0.6773,0.6239,-1.9968,2.199
18.9670,0.8440,-1.3873,1.3672,2.123
18.9670,-0.1942,-1.5928,-0.1640,1.613
19.0210,-0.0948,-0.4313,1.5296,1.592
19.0210,-1.2168,-1.5615,-2.0762,2.869
19.0310,-0.4785,1.5184,-0.1048,1.595
19.0340,0.5103,-0.1558,-0.0030,0.534
19.0360,0.0800,1.7130,0.0642,1.716
19.0370,0.6391,1.9339,1.1034,2.316
19.0380,-0.3402,-0.3170,-1.0440,1.143
19.0490,-0.1410,-1.8427,-0.3461,1.880
19.0550,1.0924,-2.4370,0.0620,2.671
19.0670,-0.7976,-1.1505,1.2923,1.905
19.0750,-0.6925,0.8735,-0.9777,1.483
19.1480,-0.8799,0.1614,-1.3141,1.590
19.1490,-0.4554,-1.1578,0.4600,1.327
19.1490,1.2324,1.5327,-0.3253,1.993
19.1500,0.5147,1.5292,-0.4653,1.679
19.1500,0.3150,0.9443,0.7294,1.234
19.1510,0.5407,-1.1436,-0.5132,1.365
19.1510,0.6695,-2.1136,0.5618,2.287
19.1640,-0.1728,-2.4416,-1.2485,2.748
19.1680,-0.0623,2.1358,0.3134,2.160
19.1890,-0.7334,1.4449,-0.9256,1.866
19.1990,0.1411,-1.0557,1.6674,1.979
19.2030,0.9471,-0.1257,-2.3405,2.528
19.2640,1.1285,-0.0899,1.3860,1.790
19.2670,0.0553,-3.0991,0.5814,3.154
19.2690,-1.1639,-0.2942,-1.0410,1.589
19.2700,-0.4677,-0.1611,-1.2925,1.384
19.2710,-0.4937,-0.1647,-0.1014,0.530
19.2730,0.5883,0.3381,0.0399,0.680
19.2760,0.1727,1.7076,0.1405,1.722
19.2780,1.3864,2.3065,0.0650,2.692
19.2870,-0.1026,-0.0967,-0.2092,0.252
19.3640,-0.0499,-1.1384,0.8802,1.440
19.3650,0.8206,-2.3947,0.1859,2.538
19.3660,-1.7006,-1.1879,1.7289,2.700
19.3670,-0.9972,1.0645,-2.0528,2.518
19.3680,-0.2478,2.2196,-1.1214,2.499
19.3680,-1.8272,-0.5161,0.6899,2.020
19.3690,1.2322,0.2555,0.4529,1.337
19.3700,0.4375,2.1189,-1.1907,2.470
19.4510,-0.4287,0.5613,-0.5549,0.898
19.4550,-0.8188,-0.4118,-3.7451,3.856
19.4600,-0.7336,-2.3907,0.3408,2.524
19.4630,-0.0016,-0.5403,0.2703,0.604
19.4660,1.5050,1.8941,0.3266,2.441
19.4690,-0.3515,0.7796,-1.8329,2.023
19.4700,-0.1264,-0.3569,-0.0181,0.379
19.4720,1.3916,-0.1080,2.6670,3.010
19.4740,0.7843,-1.8164,2.5844,3.255
19.4770,1.4504,-0.6879,-1.1041,1.948
19.4810,-0.6190,-1.2081,-0.2879,1.388
19.4900,-1.5304,0.0235,-1.7269,2.308
19.5060,-0.2261,1.4906,-0.2832,1.534
19.5130,0.7308,1.5404,-0.6363,1.820
19.5160,0.5565,1.9287,-0.8722,2.189
19.5990,1.0515,1.2698,0.5464,1.737
19.6000,-0.7047,0.0965,-1.7640,1.902
19.6000,0.8991,-1.9435,0.3514,2.170
19.6010,0.5530,-1.3427,1.8166,2.326
19.6010,-0.1183,-0.4468,1.3425,1.420
19.6020,-0.9110,1.3665,-2.1148,2.678
19.6020,-1.4216,-1.0213,-1.1607,2.100
19.6030,-0.0495,0.9023,0.1071,0.910
19.6070,1.2115,1.0052,1.0948,1.917
19.6690,1.6300,1.9145,2.0681,3.256
19.6730,-0.2810,1.0327,-1.6153,1.938
19.6760,0.4694,-0.7513,-3.0241,3.151
19.6790,-2.8278,-3.0588,2.5616,4.890
19.6810,-0.8258,-0.6826,-0.5079,1.186
19.6830,0.1148,0.8319,0.5527,1.005
19.6840,0.1190,1.8856,-1.4523,2.383
19.6950,0.6509,-0.4788,1.1658,1.418
19.6970,0.9911,0.0035,0.7121,1.220
19.7070,0.9622,-2.6737,1.6817,3.302
19.7690,0.6401,-0.7443,1.0003,1.402
19.7690,-1.7105,-1.6988,-0.6926,2.508
19.7700,-1.5390,0.3924,-1.8288,2.422
19.7700,-0.5220,1.2277,-0.7538,1.532
19.7710,0.1295,0.3277,-0.0223,0.353
19.7710,0.5488,2.1364,0.5907,2.283
19.7910,1.1583,2.0381,-1.5126,2.790
19.7990,0.0097,-0.4690,0.2964,0.555
19.8650,0.3140,-1.3306,-1.5448,2.063
19.8680,-0.5821,-2.0662,0.5753,2.222
19.8690,-0.0575,0.3593,2.2847,2.313
19.8700,-0.3363,1.6914,-1.6311,2.374
19.8710,-0.7318,-0.4701,-0.3477,0.937
19.8710,-0.6947,-0.9364,-0.4841,1.262
19.8730,0.0290,0.8347,-0.4326,0.941
19.8760,1.0117,0.4508,0.9501,1.459
19.8780,-0.3687,-0.4323,-0.3452,0.665
19.8880,-0.3617,-0.8159,-2.2618,2.432
19.9670,-1.2533,-2.9142,-0.1274,3.175
19.9680,-1.1006,-1.4401,-0.7355,1.956
19.9690,0.8307,2.2005,0.0954,2.354
19.9690,-0.2065,1.2230,0.7622,1.456
19.9700,0.0286,-0.2271,-0.7198,0.755
19.9700,1.0400,-0.1287,1.2914,1.663
19.9710,0.4944,-2.1186,0.8616,2.340
19.9710,0.4935,-2.1003,0.8615,2.323
19.9760,-1.8004,-0.1755,-0.5295,1.885
20.0550,-1.0593,1.1232,-2.0868,2.596
20.0760,0.1620,1.2155,-1.1302,1.668
20.0780,0.1662,1.2069,-1.1301,1.662
20.0790,1.4629,2.3206,1.0091,2.923
20.0810,0.2792,1.2972,1.2497,1.823
20.0860,-0.5265,-1.0008,-1.9754,2.276
20.0880,0.9173,-1.1431,-0.9950,1.771
20.0900,-0.3352,-2.1340,-0.4455,2.206
20.0930,-1.4781,-1.6284,2.6155,3.417
20.0950,-0.1393,1.3749,-2.2961,2.680
20.0970,0.4547,0.1337,1.6496,1.716
20.0980,-0.6298,0.1216,-1.1433,1.311
20.1080,1.4064,1.2398,1.5729,2.447
20.1170,0.4997,0.8598,1.4364,1.747
20.2050,0.0244,-0.7165,-0.4993,0.874
20.2060,-0.9296,-0.8124,-1.6078,2.027
20.2060,-1.1249,-1.1037,-1.8280,2.413
20.2060,1.0226,0.6437,1.1721,1.683
20.2070,0.7229,2.0335,0.0085,2.158
20.2070,0.1703,1.5780,0.1424,1.594
20.2080,0.8071,0.4852,-0.6705,1.156
20.2080,0.7675,-0.1852,0.1398,0.802
20.2090,-0.1038,-2.4578,0.5096,2.512
20.2170,1.4187,-1.6981,-0.1249,2.216
20.2370,-1.8451,-0.3609,0.9787,2.120
20.2390,-1.1259,1.6729,-1.3784,2.443
20.3170,1.2070,1.6009,0.0402,2.005
20.3200,1.2427,2.0653,-0.4842,2.458
20.3220,1.3499,2.8603,0.0209,3.163
20.3260,-0.4860,0.7614,-1.1642,1.473
20.3340,-1.0057,-0.5415,-3.3425,3.532
20.3370,-0.0785,-2.2050,1.3587,2.591
20.3380,-1.1221,-2.6003,-0.7721,2.935
20.3400,-0.4159,1.8022,1.9045,2.655
20.3410,-0.3591,1.5713,-1.1983,2.008
20.3430,-0.4807,0.5333,-0.4307,0.837
20.3500,0.4753,0.0555,0.1873,0.514
20.3580,2.0072,0.7277,2.3447,3.171
20.3710,0.0855,-0.9337,0.9633,1.344
20.3760,0.3462,-0.6906,0.3036,0.830
20.4750,-1.6108,-1.1322,-1.7772,2.652
20.4760,0.1416,0.0247,-0.0283,0.146
20.4770,1.1315,1.0445,-0.0462,1.541
20.4770,0.3345,1.1631,-0.6926,1.394
20.4780,0.8659,2.1610,-1.0360,2.548
20.4790,-1.1702,-0.8124,-0.4706,1.500
20.4790,0.5357,-1.2252,0.5638,1.451
20.4800,0.8810,-2.5872,2.5257,3.721
20.4810,0.6434,-3.0541,2.2380,3.841
20.4810,-1.3071,-0.6107,-1.3636,1.985
20.4940,-1.4741,-0.1937,-1.3042,1.978
20.5160,-0.0195,2.5321,-1.2720,2.834
20.5260,0.2400,0.2130,3.0831,3.100
20.5280,1.7325,2.1093,-0.1299,2.733
20.5310,-0.0472,1.9526,-2.1075,2.873
20.5970,0.1016,0.1962,-0.9688,0.994
20.5990,-0.4374,-2.2650,-0.4324,2.347
20.6000,0.6577,-1.5583,0.9897,1.960
20.6010,-0.3362,0.9638,1.5798,1.881
20.6020,-0.6390,0.9921,-1.1412,1.642
20.6030,-0.0673,-0.3440,0.1015,0.365
20.6060,0.6236,-0.2794,0.0897,0.689
20.6070,0.0977,-0.0383,1.7213,1.725
20.6170,0.4395,-0.5416,1.6267,1.770
20.6260,-0.3823,-1.2339,-0.1248,1.298
20.6390,-1.1234,-0.7981,-3.9305,4.165
20.7260,-2.1903,0.3112,0.1467,2.217
20.7270,-0.4996,0.4804,-0.9894,1.208
20.7270,-0.6934,1.3507,1.1081,1.880
20.7280,0.4838,0.2470,-1.7635,1.845
20.7280,-0.0769,-0.5193,-0.4777,0.710
20.7290,-0.2324,-1.7716,0.1149,1.790
20.7290,0.8528,-2.4329,0.2118,2.587
20.7300,-1.3212,-0.5658,-0.1153,1.442
20.7300,-1.2054,0.8884,-0.1332,1.503
20.7390,-0.3537,1.7298,-2.2507,2.861
20.7630,-0.9650,-1.1659,0.8296,1.726
20.7660,0.2348,0.8411,1.0646,1.377
20.7690,2.0059,2.1776,1.2921,3.230
20.7760,0.6094,0.9854,-0.7406,1.375
20.8350,-0.7282,-0.7513,-2.7229,2.917
20.8370,-0.3074,-2.2297,-0.6016,2.330
20.8390,-1.5172,-2.8310,0.3202,3.228
20.8390,0.3138,0.8049,0.5491,1.024
20.8400,-0.3970,1.5687,-1.1962,2.012
20.8410,-0.1595,-0.6304,0.6365,0.910
20.8490,1.0815,-0.2164,-0.4289,1.183
20.8550,0.5786,-1.6709,1.0136,2.038
20.8700,0.4004,-1.2842,-0.0458,1.346
20.8750,-1.3772,-0.4612,-0.8001,1.658
20.9270,-0.5136,0.1391,-1.0919,1.215
20.9290,-1.1558,0.7296,-0.8643,1.617
20.9290,0.5914,-0.0997,0.7461,0.957
20.9300,0.0880,2.0175,-0.4498,2.069
20.9310,0.4059,2.9706,-0.8701,3.122
20.9380,1.1037,1.0034,1.1948,1.911
20.9540,-0.1417,-1.5754,-0.4633,1.648
20.9560,1.3338,-2.6662,0.9301,3.123
21.0030,-0.8892,-1.0038,2.0134,2.419
21.0060,-0.5382,0.7852,-0.9386,1.337
21.0070,-0.1274,2.0418,-1.7120,2.668
21.0170,0.1261,-0.5909,0.7109,0.933
21.0180,1.5833,1.9639,0.0572,2.523
21.0210,0.2977,1.7768,0.9094,2.018
21.0270,-0.3747,0.1090,-2.1434,2.179
21.0430,-0.6313,-0.9495,-0.4854,1.239
21.0880,1.2865,-2.3782,2.1674,3.465
21.0890,-0.0449,-2.3186,0.7512,2.438
21.0890,1.3486,2.0860,0.6792,2.575
21.0890,0.1121,1.7725,0.2445,1.793
21.0900,0.4431,-0.7425,1.3409,1.596
21.0950,1.7919,-0.2991,0.1544,1.823
21.1060,1.5323,-0.9877,1.3297,2.256
21.1220,0.2425,-2.6830,0.5021,2.740
21.1260,-0.6768,0.1195,-0.4475,0.820
21.1870,-0.5324,0.9403,-1.8398,2.134
21.1890,-0.0733,-0.1316,0.3617,0.392
21.1900,0.9225,1.3911,0.0887,1.671
21.1900,0.0963,1.4117,-0.3543,1.459
21.1910,0.7214,1.4305,-0.8032,1.792
21.1910,0.3581,-0.5018,-0.1688,0.639
21.2040,1.2439,-1.5046,2.0291,2.816
21.2070,0.3895,-2.3722,0.7027,2.505
21.2200,-1.4413,-3.0544,2.0902,3.972
21.2270,-1.3167,1.3113,-2.2517,2.919
21.2710,-0.4553,2.6659,-0.9312,2.860
21.2730,-1.5187,-0.3045,0.3939,1.598
21.2740,0.8626,0.7285,0.4346,1.210
21.2750,0.7880,1.9651,0.7087,2.233
21.2760,-0.3588,1.3957,-1.8160,2.318
21.2860,-0.6240,-1.0386,-2.9904,3.227
21.2950,-0.7003,-1.9513,1.3024,2.448
21.3070,-0.1006,-0.6943,0.5375,0.884
21.3470,0.4892,1.6135,-0.4800,1.753
21.3480,-0.4921,0.6527,-2.1308,2.282
21.3480,0.0220,-0.4173,0.7039,0.819
21.3480,0.6092,0.2342,0.6309,0.908
21.3550,0.9051,-2.8043,2.6133,3.939
21.3660,1.4032,0.0989,0.1149,1.411
21.3740,-1.0703,-0.6987,-0.0419,1.279
21.3870,-1.3688,-0.1631,-1.5107,2.045
21.3950,0.8931,2.4188,0.2921,2.595
21.4060,0.2926,-0.1842,0.5507,0.650
21.4450,0.4703,2.1057,0.4334,2.201
21.4460,0.6275,1.6772,-0.4705,1.851
21.4460,-0.0873,0.7607,-0.9373,1.210
21.4460,0.0537,-1.3700,-1.1694,1.802
21.4650,-0.0022,-1.1024,2.1837,2.446
21.4670,-0.7478,0.9146,1.3121,1.766
21.4740,-0.6638,1.1862,-1.8901,2.328
21.4860,-0.8959,0.5756,-1.3681,1.734
21.4950,-0.3683,0.3043,-0.5886,0.758
21.5230,1.1912,1.5192,0.9654,2.158
21.5250,0.8167,1.6557,1.5989,2.442
21.5260,-0.3116,0.9957,-0.1414,1.053
21.5510,0.2967,-0.9165,-3.7874,3.908
21.5510,-2.3372,-2.7338,1.7434,3.997
21.5550,-0.8646,-1.5427,-0.5621,1.856
21.5670,1.5122,2.1208,1.2957,2.909
21.5750,0.2521,1.4815,-0.3119,1.535
21.5850,0.2935,0.1291,-0.7031,0.773
21.5940,0.2912,0.1233,-0.7030,0.771
21.6080,0.0512,-2.5783,2.0873,3.318
21.6420,-0.0007,-1.0302,0.9917,1.430
21.6430,-1.9592,-1.7891,-1.0305,2.846
21.6430,-1.2446,1.1062,-1.9742,2.583
21.6460,-0.6022,1.6978,-1.7995,2.546
21.6550,-0.4420,-0.0719,0.1843,0.484
21.6660,-0.4348,-0.0794,0.1844,0.479
21.6750,2.2305,2.1499,0.6648,3.168
21.6850,-0.1625,-0.6428,-0.8862,1.107
21.6940,0.9530,-1.7473,-0.7437,2.125
21.7060,-0.4745,-2.0439,0.8304,2.257
21.7410,-0.4248,-0.2211,2.3661,2.414
21.7410,0.7365,1.4142,-0.7201,1.750
21.7420,-1.3303,-0.9814,-0.8684,1.867
21.7460,-0.4975,-0.2269,-1.9769,2.051
21.7550,-0.4956,-0.2273,-1.9769,2.051
21.7670,1.1356,-0.2122,2.6140,2.858
21.7750,-0.9852,-1.4415,0.6243,1.854
21.7860,0.2091,-0.8504,-1.4733,1.714
21.7940,-1.7217,-2.2811,-1.5884,3.270
21.8070,-0.9636,-0.8115,-0.4215,1.328
21.8430,0.9390,3.0379,-0.2780,3.192
21.8440,-0.2248,0.6292,0.5781,0.884
21.8440,0.2839,-0.0372,-0.8847,0.930
21.8460,0.3115,-1.2547,0.7577,1.499
21.8550,0.8369,-2.4796,1.4543,2.994
21.8670,0.7256,-1.9874,0.3958,2.152
21.8750,-1.8435,-0.5628,-0.6831,2.045
21.8860,-0.8741,1.0014,-2.0861,2.474
21.8960,1.5619,0.1668,1.0348,1.881
21.9070,0.0752,1.0391,0.1561,1.053
21.9420,0.1384,1.0488,-1.3235,1.694
21.9420,0.3699,1.3787,1.4597,2.042
21.9420,-0.8856,-1.4417,0.7737,1.860
21.9450,0.7925,-1.7098,-0.2234,1.898
21.9550,-0.8140,-1.4738,-1.0554,1.987
21.9670,-1.4611,-1.3010,1.7172,2.603
21.9750,-0.0297,1.8946,-1.6907,2.539
21.9850,-1.1866,-0.8234,1.3727,1.993
21.9950,0.5206,-0.0230,0.3995,0.657
22.0060,1.8319,0.3070,0.7623,2.008
22.0410,0.0591,0.5315,0.5492,0.767
22.0420,-0.9870,-0.9795,-1.8282,2.297
22.0420,-0.3843,-0.8568,-1.2893,1.595
22.0450,-0.5319,-0.4809,-1.7895,1.928
22.0550,0.5321,0.1997,-0.5491,0.790
22.0670,0.4570,2.0856,-0.3169,2.158
22.0750,0.4434,1.8295,0.1043,1.885
22.0860,1.1434,0.7409,-0.7471,1.554
22.0950,-0.2858,-0.6227,-0.1799,0.708
22.1080,0.6976,-2.5569,1.2015,2.910
22.1570,0.9082,-1.0109,0.0954,1.362
22.1580,-1.0908,0.4359,0.5372,1.292
22.1580,-1.7495,0.8982,-1.2979,2.356
22.1580,0.3082,2.0199,0.2619,2.060
22.1580,1.0708,1.9009,0.1720,2.189
22.1680,1.2311,2.4212,-0.2460,2.727
22.1750,-0.0401,1.2027,0.3093,1.242
22.1870,0.2343,-0.8755,-1.5797,1.821
22.1940,-1.0473,-1.8759,0.6087,2.233
22.2060,-0.1035,-2.2299,0.1526,2.237
22.2510,0.0281,0.6589,0.1538,0.677
22.2520,-0.0090,1.6600,-1.2264,2.064
22.2520,-1.1052,1.4910,-0.5009,1.922
22.2520,0.6402,0.0509,0.6162,0.890
22.2550,0.7169,0.3237,0.3051,0.844
22.2660,-0.1885,-0.7853,0.1135,0.816
22.2750,0.1378,-0.3547,-0.1199,0.399
22.2860,-1.7067,-1.4532,-0.7389,2.360
22.2950,-0.5784,-0.6850,0.2607,0.934
22.3060,0.6000,1.2421,-1.0249,1.718
22.3490,0.6551,0.0212,0.9288,1.137
22.3500,0.0570,0.4990,-1.1302,1.237
22.3500,-0.1087,-0.1878,0.3866,0.443
22.3500,0.4163,-1.1978,0.4835,1.357
22.3550,-0.1924,-2.2280,-0.1810,2.244
22.3660,0.7361,-1.9343,1.9784,2.863
22.3750,-1.2084,-0.2629,-0.7452,1.444
22.3860,-1.0064,0.0816,-0.6626,1.208
22.3950,-0.9377,0.6293,-1.2467,1.682
22.4080,0.1357,1.0274,1.7868,2.066
22.4650,2.8840,1.8619,2.8678,4.473
22.4660,0.1882,2.2690,-0.5440,2.341
22.4660,-0.5766,-1.7316,-0.8266,2.004
22.4660,0.0575,-1.7823,-0.1143,1.787
22.4670,0.2211,-1.7446,0.5345,1.838
22.4670,0.0111,2.2350,0.5608,2.304
22.4740,0.5607,1.9711,0.6925,2.163
22.4860,0.2176,0.1738,0.3058,0.414
22.4950,0.0288,-0.9753,-0.1180,0.983
22.5120,0.6732,-0.0235,1.8607,1.979
22.5150,0.5862,0.0230,0.7115,0.922
22.5460,-0.0961,-0.7245,0.2817,0.783
22.5460,-0.5701,-0.9385,-3.2725,3.452
22.5470,-1.4299,1.1422,0.0745,1.832
22.5580,0.2084,1.0556,0.8503,1.371
22.5670,1.0970,2.7258,1.9206,3.510
22.5740,1.9698,1.0989,1.5591,2.742
22.5850,0.2817,0.4603,-0.2700,0.603
22.5940,-0.5913,-1.3976,0.2174,1.533
22.6070,1.6505,-1.9305,1.6575,3.033
22.6150,-0.1291,-0.4476,2.5756,2.617
22.6580,-1.0762,0.7376,-1.0613,1.682
22.6580,-0.5119,1.2257,-2.1363,2.516
22.6590,-0.2371,-0.3789,1.4575,1.525
22.6590,-0.0424,0.5915,-0.1357,0.608
22.6690,1.5109,2.2069,0.9561,2.840
22.6740,0.0901,0.2268,0.7491,0.788
22.6860,-0.9084,-0.7338,-2.6697,2.914
22.6940,-0.9804,-2.1363,-0.8920,2.514
22.7120,-0.5696,-2.5627,-0.4875,2.670
22.7150,0.6026,1.8617,0.4233,2.002
22.7600,-0.6048,1.2666,-0.4637,1.478
22.7610,-0.0460,-0.2851,1.2638,1.296
22.7610,0.4748,-0.2248,-0.9507,1.086
22.7610,0.7537,-0.6442,0.8904,1.333
22.7720,0.4897,-1.2924,1.2709,1.878
22.7740,-1.8553,-0.8032,0.1682,2.029
22.7860,-0.3560,-0.4897,-4.4204,4.462
22.7940,-1.4652,1.2390,-2.4788,3.135
22.8060,-0.1338,0.0656,0.6134,0.631
22.8150,0.1202,1.6244,0.1945,1.640
22.8430,0.6052,1.0851,-1.0228,1.609
22.8440,-0.0551,0.2095,-0.2529,0.333
22.8450,0.1177,-0.2265,-0.7952,0.835
22.8550,0.4319,-2.6795,-0.1272,2.717
22.8660,-1.4466,-1.4305,2.0646,2.899
22.8740,-0.9725,0.9031,-0.8636,1.583
22.8860,-0.8841,1.3269,-1.6703,2.309
22.8950,-0.0929,-0.2637,0.4571,0.536
22.9070,0.8898,1.5944,-0.1401,1.831
22.9150,1.5527,2.0403,2.8000,3.797
22.9690,-0.5873,-0.4392,-0.4512,0.861
22.9700,-0.5599,-0.0129,-2.5197,2.581
22.9700,0.0902,-1.1507,0.8251,1.419
22.9700,-0.4076,-0.9955,0.1619,1.088
22.9710,0.8649,1.8334,-0.5946,2.113
22.9750,0.2185,1.5965,-0.2736,1.634
22.9890,0.2051,1.5351,0.5909,1.658
23.0000,1.5565,-0.7399,1.1240,2.058
23.0120,1.3363,0.0604,2.1487,2.531
23.0150,1.9639,-1.2243,0.2656,2.329
23.0470,-0.6398,-1.1484,1.0698,1.695
23.0470,-0.1609,0.9304,-0.9128,1.313
23.0480,0.9781,0.5620,0.7835,1.373
23.0580,0.5854,0.3258,0.1791,0.693
23.0660,0.3896,1.1823,-0.4061,1.309
23.0750,-0.2113,0.4970,-0.3029,0.619
23.0860,0.3207,0.4126,-0.3829,0.648
23.0950,0.7644,-1.9454,1.1232,2.373
23.1060,0.3555,-2.3352,-0.4416,2.403
23.1150,-0.4938,-1.5746,1.0820,1.973
23.1480,-0.8855,1.6991,-2.0931,2.838
23.1480,-0.4724,1.9119,-0.4159,2.013
23.1480,0.0409,0.3442,1.3895,1.432
23.1580,1.0454,0.4007,0.3878,1.185
23.1660,0.9388,1.6136,0.8847,2.066
23.1750,-0.2098,0.9727,-0.9502,1.376
23.1860,-0.8157,-1.6856,-2.3302,2.989
23.1950,-0.9051,-2.1964,-0.0307,2.376
23.2070,-0.3445,-1.5379,-0.0129,1.576
23.2150,0.1402,0.8502,-0.5076,1.000
23.2490,-0.7100,0.5138,-1.5742,1.802
23.2490,0.2251,-0.5404,0.5794,0.824
23.2490,0.3724,-0.0180,0.4788,0.607
23.2590,1.1777,-2.2914,1.9392,3.225
23.2660,1.2456,-1.0871,0.4891,1.724
23.2750,-1.4242,-1.2400,-1.4447,2.378
23.2910,-0.9574,1.0321,-0.7855,1.612
23.2940,0.0861,2.2323,-0.8503,2.390
23.3120,0.1597,0.0150,0.9634,0.977
23.3150,0.4226,1.9319,-0.0481,1.978
23.3490,1.2206,1.7504,0.0959,2.136
23.3490,0.0491,0.2501,-0.5729,0.627
23.3490,-0.1956,-1.6925,-0.7749,1.872
23.3590,-0.5563,-1.9184,0.9787,2.224
23.3660,-0.6815,0.1051,1.2515,1.429
23.3750,-0.3447,1.2630,-2.1412,2.510
23.3870,-0.7180,0.8040,-2.1064,2.366
23.3950,-0.5320,-0.2934,-0.0771,0.612
23.4120,0.0382,0.1893,1.3284,1.342
23.4150,0.8087,1.3774,2.8559,3.272
23.4480,-0.2941,-0.3592,-2.4413,2.485
23.4480,-0.1959,-0.7164,-4.7530,4.811
23.4490,-2.1300,-2.1007,-0.1909,2.998
23.4590,-1.0868,-0.9487,-0.9082,1.705
23.4660,1.3876,2.8389,1.4199,3.464
23.4750,-0.2046,1.2945,0.7652,1.518
23.4870,0.2819,0.0073,-1.0146,1.053
23.4950,0.1438,-1.3967,0.9355,1.687
23.5060,1.5497,-2.3971,2.1553,3.577
23.5150,-0.8372,-0.5319,1.5851,1.870
23.5470,-1.1002,-0.3780,-2.4530,2.715
23.5470,-1.2080,1.1101,-2.3753,2.887
23.5480,-1.3564,0.7739,-1.2919,2.027
23.5570,-0.3549,0.6511,0.4369,0.861
23.5660,0.6204,2.4867,0.6238,2.638
23.5750,1.0412,1.2407,0.5871,1.723
23.5860,0.5518,-0.7933,0.1134,0.973
23.5950,0.6598,-1.6053,-1.0669,2.037
23.6060,-1.0486,-2.8281,1.2698,3.273
23.6160,-1.2941,-0.3114,1.3174,1.873
23.6510,0.2752,1.8429,-3.1384,3.650
23.6510,-1.3926,-0.5996,-0.5501,1.613
23.6520,-0.0852,0.4727,-1.4491,1.527
23.6550,-0.1283,-0.4982,2.0765,2.139
23.6660,1.6118,-1.2183,1.9352,2.798
23.6740,-0.9235,-0.5925,0.4302,1.179
23.6870,-0.2421,-1.2332,-0.7108,1.444
23.6950,-1.0754,-0.8210,-1.9716,2.391
23.7080,0.6170,-0.6218,0.6680,1.102
23.7150,0.0615,1.8436,-0.9039,2.054
23.7700,0.3025,0.9197,0.1688,0.983
23.7700,0.5230,0.2464,-2.1033,2.181
23.7710,0.5979,-1.1819,1.4916,1.995
23.7710,0.8833,-2.0098,-0.0672,2.196
23.7710,0.7195,-2.8151,0.6377,2.975
23.7750,-1.5063,-0.7083,0.9856,1.934
23.7860,-0.9209,0.8876,-2.0970,2.456
23.7950,0.9231,-0.7411,1.3759,1.815
23.8070,0.1128,1.5604,-1.2913,2.029
23.8150,0.7041,1.1505,0.5187,1.445
23.8270,-1.0012,0.7983,0.7928,1.506
23.8810,0.1467,-0.8641,-1.4697,1.711
23.8810,0.6771,-1.6410,0.6348,1.885
23.8820,-0.3021,-1.7842,-1.1189,2.128
23.8820,-0.9020,-0.9473,1.3198,1.858
23.8820,-0.1274,2.0294,-0.8732,2.213
23.8910,-1.2186,0.5360,0.6243,1.470
23.8950,1.1075,0.2365,0.4016,1.202
23.9060,1.7949,1.5519,1.3856,2.748
23.9140,0.2765,-2.3711,2.3863,3.375
23.9260,-0.1865,-1.4824,-0.1491,1.501
23.9350,-1.2896,-1.0464,-1.3269,2.126
23.9670,-0.6422,0.0272,-2.0785,2.176
23.9680,0.9952,0.2634,-0.1043,1.035
23.9680,0.5724,2.0656,0.5888,2.223
23.9860,0.3673,1.2003,-0.0949,1.259
23.9870,1.0722,0.2795,-0.2040,1.127
23.9950,0.1382,-0.9182,0.5476,1.078
24.0060,0.7328,-2.3062,1.3329,2.763
24.0150,0.6172,-1.5098,0.6412,1.753
24.0260,-0.7691,0.2802,-2.2304,2.376
24.0350,-1.3866,2.0811,0.3459,2.525
24.0700,-0.5026,2.7338,0.2106,2.788
24.0700,1.0147,0.9857,2.0609,2.500
24.0700,1.0959,2.6947,-0.8722,3.037
24.0750,0.2697,0.9062,1.0380,1.404
24.0870,-0.0690,-1.0014,-0.9864,1.407
24.0940,-0.4767,-1.1967,0.5279,1.392
