time,ax,ay,az,aT
0.3810,-0.3041,-1.4996,-2.5809,3.000
0.3920,0.5810,0.3106,0.8979,1.114
0.4010,1.4594,1.1559,1.6497,2.488
0.4120,1.3198,0.9062,0.5975,1.709
0.4210,-0.6607,-0.4999,-0.7707,1.132
0.4420,-1.2074,-1.3608,-1.4386,2.319
0.4440,-0.5002,-1.6169,-1.2758,2.120
0.4520,-1.0623,0.0535,1.5443,1.875
0.4740,-0.6027,0.1901,-0.0826,0.637
0.4770,-0.8858,-0.8371,0.0838,1.222
0.4810,-0.7979,-0.9742,-0.8619,1.526
0.5070,0.0190,1.8691,-0.4942,1.933
0.5070,1.5135,2.3288,-0.6497,2.852
0.5110,0.4644,-0.5112,2.1218,2.231
0.5210,0.3363,-0.4948,-2.9430,3.003
0.5320,-0.1754,-2.4415,-3.1346,3.977
0.5410,-1.0313,-1.4713,1.5938,2.402
0.5520,0.1870,1.1774,-0.1840,1.206
0.5620,0.5973,-0.7721,0.9999,1.397
0.5750,-0.2950,-0.3241,-0.3565,0.565
0.5810,-0.5382,-0.1636,-0.5756,0.805
0.5950,-1.3979,-0.3272,-1.0604,1.785
0.6020,-0.6921,0.2392,-0.4904,0.881
0.6120,-0.0819,0.8178,0.1863,0.843
0.6220,-0.1371,-1.2678,-2.2054,2.548
0.6330,-0.4761,-1.3606,-0.3306,1.479
0.6580,-0.2087,0.0322,0.4633,0.509
0.6620,0.8853,1.5588,0.2564,1.811
0.6660,0.8163,0.1356,0.2300,0.859
0.6920,-0.5612,-0.4783,0.2635,0.783
0.6950,-0.3409,-0.1763,-0.5481,0.669
0.6970,-0.3348,-0.1681,-0.5479,0.664
0.7010,-1.4588,0.0625,2.4282,2.833
0.7120,0.9339,1.5883,-0.0533,1.843
0.7210,0.3804,0.0216,0.2064,0.433
0.7420,-0.4814,-0.6435,-0.5945,1.000
0.7450,-0.3503,0.5855,-1.7665,1.894
0.7510,0.4330,2.1293,-0.5789,2.249
0.7620,-0.0409,0.6268,-0.0282,0.629
0.7720,0.0231,-1.2752,-1.0529,1.654
0.7940,-0.1322,-1.6826,-1.5162,2.269
0.7970,0.1322,-0.4786,2.1075,2.165
0.8020,0.2875,1.1906,0.8937,1.516
0.8160,0.7833,1.4683,0.2676,1.686
0.8220,0.1878,-0.4601,1.4346,1.518
0.8310,-0.2574,0.2259,0.2445,0.421
0.8440,-0.4154,0.5402,-0.8341,1.077
0.8520,0.0607,0.4391,-1.3237,1.396
0.8620,-0.8087,-0.0729,0.1896,0.834
0.8710,-0.3792,1.3236,-0.5370,1.478
0.8800,-0.3448,0.2649,-0.6817,0.809
0.8920,0.9244,0.6945,0.3863,1.219
0.9010,1.5528,2.0071,-0.5774,2.602
0.9120,1.0921,1.9058,0.1133,2.199
0.9210,0.2756,-0.2378,0.0894,0.375
0.9320,0.6218,-0.0060,0.6893,0.928
0.9440,-0.3141,-2.1030,0.0082,2.126
0.9510,-0.6718,-0.8533,1.1489,1.581
0.9650,-0.3489,0.6462,0.6124,0.956
0.9890,0.2486,0.4521,-0.0078,0.516
0.9920,0.1133,-0.4804,0.7943,0.935
1.0060,0.6997,2.2524,-0.1119,2.361
1.0080,1.0866,1.9904,-0.7485,2.388
1.0110,0.8639,0.5043,0.0204,1.001
1.0200,0.0418,-1.7386,-0.9370,1.975
1.0320,0.1992,-1.9464,0.1846,1.965
1.0410,0.6058,-0.6332,-0.2145,0.902
1.0520,1.1365,0.3603,2.1638,2.471
1.0600,1.5260,0.9871,1.3508,2.264
1.0810,0.1474,-0.6774,-0.8867,1.126
1.0830,-1.0481,-0.0169,-1.1548,1.560
1.0940,-0.2797,0.1022,-0.3779,0.481
1.1010,-0.4722,0.2315,0.9962,1.126
1.1120,-0.7675,0.2086,-0.7027,1.061
1.1210,-1.0901,-0.2387,-0.8320,1.392
1.1320,-0.3045,-0.3743,-1.2295,1.321
1.1460,0.5164,0.3249,0.4142,0.737
1.1520,1.4281,1.4299,1.6223,2.591
1.1660,0.6449,-0.3646,0.1069,0.749
1.1730,-0.4679,-0.6286,-1.2925,1.511
1.1930,-0.0218,-1.8055,-0.0881,1.808
1.1960,0.4607,-1.1873,2.8062,3.082
1.2010,-0.0848,0.3181,0.3360,0.470
1.2130,0.1644,-0.0301,0.7585,0.777
1.2210,0.2974,-0.8564,0.8506,1.243
1.2320,-0.0156,-0.4384,-0.5406,0.696
1.2440,0.1186,1.0579,-0.1912,1.082
1.2520,0.2609,1.0306,0.0316,1.064
1.2640,-0.1529,0.3769,0.0555,0.410
1.2720,-0.1227,-1.2933,-1.3045,1.841
1.2860,-0.1539,-2.0055,-1.8206,2.713
1.2940,-0.5051,-0.9112,-0.3496,1.099
1.3080,0.4840,0.5138,1.2854,1.466
1.3110,0.3609,-0.7649,1.4098,1.644
1.3200,0.5581,-0.2595,-1.6656,1.776
1.3320,-1.5940,-0.9402,-0.3728,1.888
1.3460,-0.3745,-0.7790,-1.1785,1.462
1.3510,-1.3322,0.1586,-0.5814,1.462
1.3610,0.6430,0.0656,-2.1832,2.277
1.3720,-0.1855,0.4520,-1.9031,1.965
1.3840,-1.1147,-1.3998,0.3750,1.828
1.3990,0.2539,0.5076,1.1447,1.278
1.4020,0.7299,1.5803,-0.8077,1.919
1.4130,1.2572,0.6441,2.2102,2.623
1.4210,0.1096,0.2950,-0.6568,0.728
1.4310,-0.2170,-1.6756,-1.7773,2.452
1.4430,-1.6420,-0.6232,1.3136,2.193
1.4520,-0.2721,0.7047,0.6384,0.989
1.4610,0.3342,0.9874,-0.1481,1.053
1.4720,0.2176,0.1959,0.2398,0.378
1.4840,-0.0339,-0.1824,0.2734,0.330
1.5010,-0.5718,1.3662,-1.6779,2.238
1.5010,0.0402,1.1105,-0.2556,1.140
1.5120,-0.4202,0.3769,-0.2531,0.619
1.5200,0.5644,-1.3144,-1.6225,2.163
1.5320,0.3663,-2.1227,-0.5774,2.230
1.5430,0.7068,1.2738,2.2704,2.698
1.5510,1.0033,1.2162,1.5330,2.199
1.5610,0.7612,1.1118,-0.3274,1.387
1.5720,0.7801,-0.2368,0.4113,0.913
1.5820,-0.1340,0.5644,-0.0951,0.588
1.6020,-0.7839,-1.2049,-1.6501,2.188
1.6040,-1.4453,-0.8156,0.4843,1.729
1.6120,0.2928,0.9708,0.1958,1.033
1.6200,0.1521,0.1276,0.9056,0.927
1.6320,-0.1651,-0.4159,-1.8585,1.912
1.6400,-0.1183,0.8589,0.6076,1.059
1.6520,-0.3754,1.5897,-1.0934,1.966
1.6610,0.0217,-0.1422,1.1214,1.131
1.6720,-0.6093,-0.8665,-0.3952,1.131
1.6840,-0.3334,-2.2667,-1.0967,2.540
1.6940,-0.2489,-1.9038,0.3229,1.947
1.7010,-0.5360,-0.5103,1.7126,1.866
1.7120,0.1495,0.2468,1.9447,1.966
1.7200,-0.1694,-0.4694,0.1730,0.528
1.7320,-0.3132,-0.1735,-0.4387,0.566
1.7440,-0.1617,1.2182,-0.3992,1.292
1.7520,0.9869,1.3513,-1.3891,2.175
1.7620,-0.2859,0.7129,-0.2063,0.795
1.7720,-0.0613,-1.0297,0.3360,1.085
1.7830,-0.1764,-0.9502,-0.7498,1.223
1.8150,0.2763,-0.0776,-0.5140,0.589
1.8170,0.5934,0.8545,0.3898,1.111
1.8200,0.4270,0.8416,0.7944,1.234
1.8220,0.2600,-0.0731,-1.8153,1.835
1.8320,0.2531,0.4115,0.1958,0.521
1.8460,-0.4763,-1.6516,-3.9342,4.293
1.8540,-1.1599,-1.0616,2.3123,2.796
1.8640,-0.9500,-0.1235,-1.1162,1.471
1.8720,-0.2632,0.9111,-0.9270,1.326
1.8840,0.0233,0.4308,-0.2075,0.479
1.9160,-0.6151,0.1688,0.0284,0.639
1.9180,0.9219,1.8273,-0.5701,2.125
1.9210,0.9456,0.2792,0.6989,1.209
1.9220,0.3372,-0.0075,-0.4910,0.596
1.9320,-0.2254,-1.7124,-0.0444,1.728
1.9410,-0.2127,-1.3723,1.5680,2.095
1.9520,0.1009,0.7543,-0.2384,0.797
1.9650,0.2508,-0.0498,0.7551,0.797
1.9710,0.5408,-0.5037,1.4446,1.623
1.9930,0.0565,0.3031,-0.9760,1.024
2.0060,0.1472,1.1694,1.2757,1.737
2.0080,0.3160,1.2792,-0.5331,1.421
2.0120,0.8166,1.1612,-0.2961,1.450
2.0200,-1.4872,-0.6109,-0.2638,1.629
2.0310,0.0820,-0.4521,-1.6979,1.759
2.0450,0.3370,-0.4497,0.8819,1.046
2.0510,1.0515,0.9805,0.5898,1.554
2.0610,0.4365,0.2828,-0.4110,0.663
2.0710,0.0769,-0.0175,-0.3045,0.315
2.0820,0.1841,-0.6117,-0.2649,0.692
2.0940,-0.3898,0.1032,-0.2039,0.452
2.1010,-1.0685,0.1911,0.2558,1.115
2.1130,-0.4070,0.4224,-1.9338,2.021
2.1210,-0.2503,-0.4923,-1.0036,1.146
2.1320,0.1017,-0.8664,-1.4117,1.660
2.1430,-0.1884,1.2445,0.1661,1.270
2.1520,2.2551,2.2748,-0.0984,3.205
2.1680,0.9241,-0.1548,2.6670,2.827
2.1720,0.9403,0.1939,-2.6517,2.820
2.1880,-0.5383,-2.5533,-1.2068,2.875
2.1910,0.7603,0.4721,1.2746,1.557
2.2010,0.1068,1.0462,1.5474,1.871
2.2130,-0.7595,0.3132,0.0152,0.822
2.2200,-0.2264,-1.1274,-1.1639,1.636
2.2330,-0.8240,0.2434,-0.9352,1.270
2.2410,-0.3120,0.5122,-1.2308,1.369
2.2520,0.2340,0.0738,1.8219,1.838
2.2690,-0.5635,-0.1782,-0.9890,1.152
2.2730,-0.7131,0.4607,-1.4883,1.713
2.3020,0.2734,-2.0802,-0.4564,2.147
2.3040,0.9291,1.4308,-1.5207,2.285
2.3050,1.2235,0.5503,2.2670,2.634
2.3130,0.8691,0.3635,0.2871,0.985
2.3210,-1.3773,-0.8805,-2.1226,2.679
2.3330,-1.1973,-0.6491,-1.7766,2.239
2.3410,-0.5196,-2.5050,-2.0268,3.264
2.3520,-1.1003,-0.3572,1.2577,1.709
2.3680,0.1015,0.6491,0.9451,1.151
2.3720,-0.4940,-0.6174,0.4435,0.907
2.3940,-0.7120,-0.2127,0.1550,0.759
2.3940,-1.0570,1.4321,-0.1371,1.785
2.4000,0.4391,2.5673,-1.2334,2.882
2.4130,0.5936,0.6442,-0.1845,0.895
2.4200,0.2947,-1.6096,0.4406,1.695
2.4320,0.2435,-2.4445,-1.9560,3.140
2.4410,-0.6266,-2.2180,0.2909,2.323
2.4520,0.1575,1.9243,1.2018,2.274
2.4690,-0.3608,-0.4484,-0.3761,0.688
2.4730,-0.4856,-1.3873,-0.5090,1.555
2.4810,-0.5839,0.3910,-1.8305,1.961
2.4990,-0.5004,0.7996,-0.6189,1.128
2.5010,-0.7762,-0.7212,0.4946,1.169
2.5130,-0.5844,1.4233,0.4637,1.607
2.5200,0.3375,0.0328,-1.9195,1.949
2.5320,-0.2775,-1.0546,-0.2351,1.116
2.5400,0.0771,0.0409,0.9968,1.001
2.5520,0.4998,1.3951,-0.5439,1.579
2.5660,1.0658,0.3408,0.0930,1.123
2.5730,0.4033,-0.5984,1.1273,1.338
2.5960,-0.1236,-0.7768,0.2522,0.826
2.5970,0.2734,-1.6554,-3.1236,3.546
2.6010,-1.8126,-0.3033,-0.0566,1.839
2.6120,-0.0459,1.6840,1.0340,1.977
2.6200,0.4610,0.4365,-1.0429,1.221
2.6320,-0.0177,-0.5976,2.2610,2.339
2.6400,0.1957,1.5224,-0.1560,1.543
2.6530,1.2866,1.7123,-0.2397,2.155
2.6690,0.8127,0.9210,0.7227,1.425
2.6740,0.1857,-1.6600,0.5789,1.768
2.6960,0.2177,-1.3033,-0.0246,1.322
2.6990,0.2348,-0.5508,-0.4772,0.766
2.7010,0.5389,1.1855,1.2848,1.829
2.7130,0.6637,1.4477,-0.2429,1.611
2.7210,0.6202,-0.6807,0.1628,0.935
2.7320,-0.4365,-0.2932,-0.1414,0.545
2.7400,0.0383,0.9334,-0.6813,1.156
2.7520,-0.6100,0.8605,-0.3581,1.114
2.7680,-0.4861,0.1988,1.1035,1.222
2.7720,-0.1042,0.0949,-1.4666,1.473
2.8020,-0.0984,-0.8749,-1.5887,1.816
2.8040,1.1042,0.5303,1.8685,2.234
2.8050,0.3821,1.2142,0.6858,1.446
2.8150,1.0824,0.6827,-1.0835,1.677
2.8200,0.3434,-0.3456,1.3371,1.423
2.8330,-0.6806,-1.1027,0.3052,1.331
2.8410,-0.3837,-0.8773,-0.7052,1.189
2.8520,-0.8338,-0.4908,0.6738,1.179
2.8660,-0.0482,0.1654,0.3445,0.385
2.8710,0.5633,0.6880,-0.1020,0.895
2.8890,-0.6895,0.3433,-0.6191,0.988
2.8940,0.8464,1.7952,-0.0288,1.985
2.9000,0.0218,0.8676,-0.9314,1.273
2.9110,0.1633,1.1135,0.3892,1.191
2.9210,-0.7430,-0.4219,-1.3272,1.578
2.9320,-0.2911,-1.6280,1.2874,2.096
2.9410,-0.2628,-0.4361,-1.2925,1.389
2.9510,0.3657,0.8088,1.7877,1.996
2.9690,1.1430,1.2379,0.9821,1.950
2.9720,-0.0681,-0.8467,-0.0665,0.852
3.0080,-0.8420,-0.2777,-1.9506,2.143
3.0370,-0.7278,0.3389,-0.7606,1.106
3.0390,-0.2299,0.3062,-0.1597,0.415
3.0410,-0.0791,-1.1133,-1.1246,1.584
3.0430,-0.6311,0.6548,-1.2456,1.542
3.0450,-0.5516,-0.8188,-0.6781,1.198
3.0460,0.8115,1.0952,-0.7091,1.537
3.0510,0.4642,1.4427,0.2463,1.535
3.0640,1.1365,0.5752,-1.0308,1.639
3.0720,-0.2018,0.4137,-1.8782,1.934
3.0920,-0.2937,-2.2335,-0.8484,2.407
3.0930,0.5096,-0.2042,1.2560,1.371
3.1010,0.1609,0.2998,1.9752,2.004
3.1130,0.7364,0.3588,-0.4191,0.920
3.1220,0.2664,-0.8027,1.1084,1.394
3.1340,-0.3970,-0.5879,-1.7360,1.875
3.1420,-0.3057,1.3980,-0.1366,1.438
3.1550,0.4472,1.4376,-0.6261,1.631
3.1700,-0.1625,0.2508,-0.5003,0.583
3.1730,-0.4351,-1.6939,-1.7752,2.492
3.2040,0.3875,-2.1670,-1.9920,2.969
3.2060,0.8590,0.3066,0.2977,0.959
3.2080,0.7035,0.4447,1.0050,1.305
3.2150,0.5482,-0.3959,1.0194,1.223
3.2210,1.5328,0.7971,-0.2712,1.749
3.2330,-0.1468,-0.7688,-0.3383,0.853
3.2410,-1.1981,-1.1874,-0.7383,1.841
3.2520,0.0862,0.8595,2.8839,3.010
3.2680,-0.0673,0.0178,-1.0176,1.020
3.2720,-0.0923,0.3011,-2.2004,2.223
3.3000,-1.2680,-1.6981,-1.0344,2.358
3.3020,0.1026,0.0602,-0.2911,0.314
3.3030,0.8742,2.0464,-1.0776,2.472
3.3150,0.1790,0.3442,1.1959,1.257
3.3200,-0.3070,-0.6050,-1.3168,1.481
3.3330,0.0646,-1.7759,-1.9920,2.670
3.3420,-1.1887,-2.1984,0.3146,2.519
3.3520,-0.5352,0.6120,1.7832,1.960
3.3670,-0.1493,-0.1638,0.3585,0.422
3.3730,-0.6071,-0.7565,-0.5238,1.102
3.3960,-0.8971,-0.1316,0.1095,0.913
3.3980,0.1143,1.8027,-1.4802,2.335
3.4010,0.5951,0.7321,0.2689,0.981
3.4140,-0.1450,0.5852,0.0822,0.608
3.4210,-0.2214,0.5427,-0.4876,0.762
3.4370,-0.4757,-1.1255,-1.4285,1.880
3.4420,0.5205,0.1480,2.0767,2.146
3.4550,1.2789,1.0580,1.0747,1.977
3.4660,-0.1569,0.8305,-1.5110,1.731
3.4720,1.7657,-0.2493,0.9288,2.011
3.5090,1.7537,-0.2621,0.9288,2.002
3.5140,-0.2370,0.8364,-1.5780,1.802
3.5160,-0.4372,-0.1661,-2.5584,2.601
3.5180,-0.1468,0.5759,0.5602,0.817
3.5240,0.6004,-0.0114,-0.1258,0.614
3.5320,-0.1488,-0.5353,-1.5228,1.621
3.5400,-0.5309,0.5897,0.2287,0.826
3.5530,0.4007,0.8891,-0.5026,1.097
3.5610,0.9933,0.0973,-0.6761,1.206
3.5720,0.4176,-0.4514,0.6265,0.878
3.6020,-0.1043,-2.1226,-1.0183,2.357
3.6020,-0.8372,-1.2468,0.6646,1.642
3.6030,-0.3683,0.2395,1.6975,1.753
3.6140,-0.0206,1.1525,1.0199,1.539
3.6200,0.3150,-0.4342,0.8224,0.982
3.6330,0.4769,1.4243,0.3029,1.532
3.6410,0.6602,1.5859,0.5592,1.807
3.6510,0.5068,1.6364,-1.1801,2.080
3.6600,-0.5523,0.5795,-0.1958,0.824
3.6720,0.9362,-1.2917,0.9213,1.842
3.6990,0.2232,-1.4451,0.6902,1.617
3.7010,0.3144,-0.1401,-0.2568,0.429
3.7020,0.7926,0.8820,0.1144,1.191
3.7140,0.9424,1.1421,0.3862,1.530
3.7210,0.3898,-0.3575,-1.1723,1.286
3.7330,-0.3109,-0.1956,0.2309,0.434
3.7400,-0.3475,-0.5686,-0.6190,0.910
3.7520,0.2286,-0.9321,1.0041,1.389
3.7600,-1.0156,0.0636,-0.0353,1.018
3.7800,0.3821,1.7602,-0.8434,1.989
3.7820,-0.3283,-0.6781,-0.6565,0.999
3.7910,-0.3571,0.9011,0.1073,0.975
3.8000,0.8632,1.9464,-1.0908,2.392
3.8160,0.5053,0.0642,1.5529,1.634
3.8220,-0.4656,-1.1543,-1.1295,1.681
3.8340,0.0446,-2.2136,-1.5642,2.711
3.8410,0.4175,-1.1847,0.7004,1.438
3.8530,0.0179,0.4535,1.7128,1.772
3.8610,0.1958,0.1687,0.4964,0.560
3.8730,0.3442,-1.0977,0.1816,1.165
3.8850,-0.2117,-0.1931,-0.7857,0.836
3.9060,-1.0908,0.9464,-0.8277,1.665
3.9080,0.1197,1.0727,2.6644,2.875
3.9160,0.6613,0.4480,-1.8117,1.980
3.9210,-1.5839,-1.6287,-0.5848,2.346
3.9340,0.7775,-0.7982,0.6936,1.313
3.9410,0.6298,0.1426,-1.4159,1.556
3.9520,0.1590,0.5078,0.1188,0.545
3.9600,-0.3903,0.6168,-0.2043,0.758
3.9720,-0.4143,0.1181,-2.0706,2.115
3.9970,-0.2353,-0.6215,-1.6802,1.807
4.0090,-0.0809,-0.8675,-0.1229,0.880
4.0120,-0.8986,0.8722,0.9603,1.578
4.0120,-0.6313,-0.1478,-0.7109,0.962
4.0210,-0.8306,-0.7195,0.0552,1.100
4.0340,-0.5071,-1.1228,-0.9528,1.557
4.0420,-0.1872,1.2841,0.2216,1.316
4.0520,0.8913,1.6348,-0.6019,1.957
4.0610,1.0981,0.1033,1.2920,1.699
4.0780,0.4085,-0.5381,-1.0375,1.238
4.0840,-0.3321,-2.4764,-1.9629,3.177
4.0930,-1.3957,-0.3132,1.3671,1.979
4.1030,-0.1596,0.2201,-0.6621,0.716
4.1110,-0.1697,-0.6207,0.6787,0.935
4.1210,-0.1001,-0.6066,-0.4730,0.776
4.1340,-0.2383,-0.0977,-0.5065,0.568
4.1410,0.2095,0.4023,-0.8286,0.945
4.1520,0.6189,0.2611,3.2571,3.326
4.1610,-0.5433,0.0541,0.8892,1.043
4.1720,-0.1816,0.8488,-1.2884,1.554
4.1820,-0.9698,-1.7783,1.0735,2.292
4.2030,0.1656,0.1465,0.2403,0.327
4.2050,1.0056,1.3304,0.1337,1.673
4.2120,1.5640,0.9198,0.0763,1.816
4.2210,0.2473,-0.7339,0.8114,1.122
4.2340,-0.7065,-0.9287,-1.1124,1.612
4.2410,-0.4406,-2.0571,-1.2729,2.459
4.2530,-0.8710,-0.7373,1.2613,1.701
4.2610,-0.4971,1.0276,0.6410,1.309
4.2790,0.0739,-0.5998,-0.0545,0.607
4.3060,-0.5177,-0.3011,0.6865,0.911
4.3080,-0.9741,1.2827,-1.0457,1.920
4.3090,0.3547,2.2233,-0.5464,2.317
4.3110,0.8268,0.7489,1.7007,2.034
4.3210,0.5593,-1.2814,-3.0864,3.388
4.3350,0.3512,-2.2641,-2.3610,3.290
4.3410,-0.0009,-1.2424,1.1476,1.691
4.3520,-0.0972,1.6254,1.7245,2.372
4.3610,0.3387,0.6631,-0.2352,0.781
4.3740,0.5780,-1.2328,1.3558,1.921
4.4020,-0.2631,0.8705,-2.0871,2.277
4.4040,-0.2686,1.6575,-0.8900,1.900
4.4050,-0.9881,0.0771,-0.9318,1.360
4.4110,-0.2568,0.2153,0.1049,0.351
4.4210,0.1100,-0.8744,-1.6057,1.832
4.4340,-0.0622,-0.6759,-0.5415,0.868
4.4410,-0.3080,-0.0180,0.3144,0.441
4.4520,0.6762,0.9988,0.5790,1.338
4.4600,0.9223,0.2453,-1.3770,1.675
4.4750,0.3643,-0.2843,0.5133,0.691
4.5080,-0.1686,-0.9894,-0.9520,1.383
4.5080,0.0844,-2.3261,-1.9720,3.051
4.5090,-0.3217,-0.5206,1.9962,2.088
4.5110,0.2548,1.2169,0.9199,1.547
4.5210,0.2790,0.0468,-1.0458,1.083
4.5340,-0.4735,-1.0854,0.7905,1.424
4.5400,-0.1859,1.4242,-1.0722,1.792
4.5520,1.0156,1.7120,-0.5179,2.057
4.5600,-0.2916,0.9018,0.5679,1.105
4.5820,-0.0692,-0.1817,-1.5581,1.570
4.5840,0.1540,-0.8330,2.2798,2.432
4.5970,-0.1315,-1.4444,-2.1244,2.572
4.6030,0.2858,1.0573,1.7243,2.043
4.6130,0.3026,1.2684,-0.4461,1.378
4.6230,0.0662,-0.4297,-0.4018,0.592
4.6320,-0.4465,1.2545,-1.0829,1.716
4.6410,-0.8656,-0.1533,-1.0217,1.348
4.6570,-0.6531,0.3362,-0.0616,0.737
4.6600,-0.9359,0.3925,-0.1202,1.022
4.6710,0.0877,1.2998,-1.0610,1.680
4.6800,-0.3762,-0.8381,-1.2176,1.525
4.7090,0.6430,0.7970,0.2502,1.054
4.7140,1.5864,2.0682,0.2851,2.622
4.7200,1.0550,1.3287,-0.8075,1.879
4.7240,0.1542,0.0000,1.4172,1.426
4.7370,0.5724,-1.1774,-1.7823,2.211
4.7410,-0.3290,-0.9884,4.2198,4.347
4.7510,-1.2046,-0.5328,-1.3373,1.877
4.7610,-0.0847,0.5207,-0.5316,0.749
4.7710,-0.1203,0.7528,0.1699,0.781
4.7800,-0.3655,-0.4517,-1.6280,1.729
4.7950,0.3776,0.6159,0.1020,0.730
4.8030,0.0008,1.2358,-0.5431,1.350
4.8120,-0.0497,-0.0522,-0.2365,0.247
4.8210,-0.2371,-0.9820,-1.4179,1.741
4.8360,-0.3528,-1.6053,1.7484,2.400
4.8410,0.1480,-0.1712,-0.0835,0.241
4.8550,0.4638,0.4177,0.7819,1.000
4.8610,0.8519,0.3305,1.5266,1.779
4.8740,0.7084,-0.1960,0.3404,0.810
4.8810,-1.1362,-0.6272,-2.0778,2.450
4.9140,-0.5601,0.2915,-0.9358,1.129
4.9150,-1.0430,0.4860,0.5462,1.274
4.9160,-0.5087,0.2244,-0.7097,0.902
4.9210,-0.7102,-0.2050,-2.1858,2.307
4.9340,-0.6322,-1.2213,0.7736,1.578
4.9420,-0.2540,0.3027,-1.7667,1.810
4.9520,0.2652,1.0224,0.5571,1.194
4.9600,0.1465,0.1395,0.3108,0.371
4.9730,-0.5650,-0.1031,-1.9039,1.989
4.9810,0.0228,-2.1717,-1.3998,2.584
5.0070,-0.6143,-0.4378,1.6575,1.821
5.0080,-0.0226,-0.0538,1.4813,1.482
5.0110,-0.0200,-0.3035,-0.3911,0.495
5.0210,-0.6684,-1.5500,-0.5132,1.764
5.0330,-0.4501,-0.6487,0.0542,0.791
5.0410,0.2027,1.4089,-1.1167,1.809
5.0530,0.5955,0.9801,1.9228,2.239
5.0610,-0.1883,-0.1325,-1.0687,1.093
5.0740,-0.3356,-1.1966,-1.8456,2.225
5.0810,-0.4244,-1.9379,-1.5224,2.501
5.1160,0.1912,-0.1986,-0.0681,0.284
5.1180,0.6482,0.8032,1.2522,1.623
5.1200,0.9064,0.2420,0.4130,1.025
5.1220,1.6693,0.5317,1.0475,2.041
5.1320,-0.9876,0.3668,-1.3099,1.681
5.1410,-1.4448,-1.4041,-1.0261,2.261
5.1530,-0.9545,0.1850,2.2120,2.416
5.1610,0.8828,-0.4189,0.4990,1.097
5.1730,-0.0493,-0.6067,-1.5589,1.674
5.1810,-0.8914,-1.1189,-1.2082,1.873
5.1940,-0.2320,0.2369,0.2846,0.437
5.2340,1.6707,1.4416,-0.8071,2.350
5.2360,2.5058,-0.2303,1.7690,3.076
5.2380,0.7470,0.1007,0.6746,1.012
5.2390,0.7273,-1.5799,-2.2874,2.874
5.2420,-0.8428,-1.6285,1.7130,2.509
5.2520,-0.5214,1.0685,1.9929,2.321
5.2610,0.0238,0.0196,0.3958,0.397
5.2730,0.2676,-0.4288,-0.4171,0.655
5.2810,0.1706,0.0965,0.6375,0.667
5.3080,-0.0931,1.4881,-0.7248,1.658
5.3110,0.8475,0.7775,-0.1215,1.156
5.3120,0.0840,0.6481,0.0664,0.657
5.3210,0.0371,-0.3786,-1.5581,1.604
5.3320,-0.1456,-1.7574,0.6051,1.864
5.3410,0.4233,0.7007,-0.2617,0.859
5.3530,0.6404,1.3418,0.7331,1.658
5.3610,0.1508,0.4672,0.7139,0.866
5.3750,0.9968,-0.2819,-0.6245,1.210
5.3810,-0.1934,-0.5238,0.4146,0.695
5.4040,0.2608,-0.6490,-2.9457,3.028
5.4050,-0.7355,-0.4018,2.2221,2.375
5.4120,-1.0803,1.0525,0.9304,1.772
5.4210,-0.2610,-0.0461,-0.7802,0.824
5.4380,-0.6336,-0.2905,-0.4486,0.829
5.4410,0.0235,1.3050,0.3439,1.350
5.4540,1.2396,1.9913,0.0087,2.346
